Trade #,Type,Date/Time,Signal,Price INR,Position size (qty),Position size (value),Net P&L INR,Net P&L %,Run-up INR,Run-up %,Drawdown INR,Drawdown %,Cumulative P&L INR,Cumulative P&L %
1,Exit long,2024-10-18 15:06,Close entry(s) order Long,56084.05,1,55691.9,12551.6,0.64,18112.23,0.93,-614.51,-0.03,12551.6,0.13
1,Entry long,2024-10-18 11:40,Long,55691.9,1,55691.9,12551.6,0.64,18112.23,0.93,-614.51,-0.03,12551.6,0.13
2,Exit long,2024-10-21 09:31,Close entry(s) order Long,56256.05,1,56356.1,-4684.18,-0.24,3433.26,0.17,-4730.49,-0.24,7867.43,0.08
2,Entry long,2024-10-21 09:16,Long,56356.1,1,56356.1,-4684.18,-0.24,3433.26,0.17,-4730.49,-0.24,7867.43,0.08
3,Exit short,2024-10-21 10:04,Close entry(s) order Short,56200.25,1,56046.1,-6573.84,-0.34,5254.77,0.27,-6573.48,-0.34,1293.59,0.01
3,Entry short,2024-10-21 09:39,Short,56046.1,1,56046.1,-6573.84,-0.34,5254.77,0.27,-6573.48,-0.34,1293.59,0.01
4,Exit short,2024-10-21 13:13,Close entry(s) order Short,55846.1,1,55854.1,-892.85,-0.05,3331.78,0.17,-3806.47,-0.19,400.74,0.00
4,Entry short,2024-10-21 11:33,Short,55854.1,1,55854.1,-892.85,-0.05,3331.78,0.17,-3806.47,-0.19,400.74,0.00
5,Exit long,2024-10-21 14:44,Close entry(s) order Long,55912.55,1,55976.35,-3407.83,-0.17,2203.5,0.11,-4782.5,-0.24,-3007.1,-0.03
5,Entry long,2024-10-21 13:20,Long,55976.35,1,55976.35,-3407.83,-0.17,2203.5,0.11,-4782.5,-0.24,-3007.1,-0.03
6,Exit short,2024-10-22 09:20,Close entry(s) order Short,55936.1,1,55855.1,-4008.81,-0.21,3144.52,0.16,-3491.48,-0.18,-7015.9,-0.07
6,Entry short,2024-10-21 15:05,Short,55855.1,1,55855.1,-4008.81,-0.21,3144.52,0.16,-3491.48,-0.18,-7015.9,-0.07
7,Exit long,2024-10-22 10:17,Close entry(s) order Long,55916.35,1,56043.05,-5610.07,-0.29,3368.3,0.17,-5421.95,-0.28,-12625.98,-0.13
7,Entry long,2024-10-22 09:45,Long,56043.05,1,56043.05,-5610.07,-0.29,3368.3,0.17,-5421.95,-0.28,-12625.98,-0.13
8,Exit short,2024-10-22 14:10,Close entry(s) order Short,55478.1,1,55717.95,7227.19,0.37,11202.96,0.57,-6571.79,-0.34,-5398.79,-0.05
8,Entry short,2024-10-22 10:29,Short,55717.95,1,55717.95,7227.19,0.37,11202.96,0.57,-6571.79,-0.34,-5398.79,-0.05
9,Exit long,2024-10-22 14:19,Close entry(s) order Long,55484.1,1,55563.3,-3938,-0.20,354.59,0.02,-3810.41,-0.20,-9336.78,-0.09
9,Entry long,2024-10-22 14:12,Long,55563.3,1,55563.3,-3938,-0.20,354.59,0.02,-3810.41,-0.20,-9336.78,-0.09
10,Exit short,2024-10-23 09:29,Close entry(s) order Short,55326.3,1,55376.1,580.62,0.03,10230.05,0.53,-2056.7,-0.11,-8756.16,-0.09
10,Entry short,2024-10-22 15:01,Short,55376.1,1,55376.1,580.62,0.03,10230.05,0.53,-2056.7,-0.11,-8756.16,-0.09
11,Exit short,2024-10-23 09:49,Close entry(s) order Short,55266.2,1,55056.1,-8511.88,-0.44,527.91,0.03,-8075.09,-0.42,-17268.04,-0.17
11,Entry short,2024-10-23 09:40,Short,55056.1,1,55056.1,-8511.88,-0.44,527.91,0.03,-8075.09,-0.42,-17268.04,-0.17
12,Exit short,2024-10-23 12:49,Close entry(s) order Short,55154.95,1,55098.95,-3117.67,-0.16,0,0.00,-3315.54,-0.17,-20385.71,-0.20
12,Entry short,2024-10-23 12:14,Short,55098.95,1,55098.95,-3117.67,-0.16,0,0.00,-3315.54,-0.17,-20385.71,-0.20
13,Exit long,2024-10-23 13:58,Close entry(s) order Long,55147.7,1,55190.75,-2665.3,-0.14,0,0.00,-2637.5,-0.14,-23051.01,-0.23
13,Entry long,2024-10-23 13:36,Long,55190.75,1,55190.75,-2665.3,-0.14,0,0.00,-2637.5,-0.14,-23051.01,-0.23
14,Exit short,2024-10-23 14:29,Close entry(s) order Short,55141.5,1,55083.1,-3201.36,-0.17,0,0.00,-3133.37,-0.16,-26252.37,-0.26
14,Entry short,2024-10-23 14:18,Short,55083.1,1,55083.1,-3201.36,-0.17,0,0.00,-3133.37,-0.16,-26252.37,-0.26
15,Exit long,2024-10-23 15:17,Close entry(s) order Long,55126.2,1,55205.05,-3918.23,-0.20,0,0.00,-3461.9,-0.18,-30170.6,-0.30
15,Entry long,2024-10-23 15:05,Long,55205.05,1,55205.05,-3918.23,-0.20,0,0.00,-3461.9,-0.18,-30170.6,-0.30
16,Exit long,2024-10-24 09:36,Close entry(s) order Long,55221.65,1,55326.1,-4816.5,-0.25,1097.33,0.06,-4296.17,-0.22,-34987.1,-0.35
16,Entry long,2024-10-24 09:16,Long,55326.1,1,55326.1,-4816.5,-0.25,1097.33,0.06,-4296.17,-0.22,-34987.1,-0.35
17,Exit long,2024-10-24 11:44,Close entry(s) order Long,55536.1,1,55406.1,3385.11,0.17,9809.74,0.51,-1420.01,-0.07,-31601.99,-0.32
17,Entry long,2024-10-24 10:01,Long,55406.1,1,55406.1,3385.11,0.17,9809.74,0.51,-1420.01,-0.07,-31601.99,-0.32
18,Exit short,2024-10-24 13:50,Close entry(s) order Short,55469.25,1,55436.1,-2324.76,-0.12,1516.17,0.08,-2470.33,-0.13,-33926.75,-0.34
18,Entry short,2024-10-24 12:51,Short,55436.1,1,55436.1,-2324.76,-0.12,1516.17,0.08,-2470.33,-0.13,-33926.75,-0.34
19,Exit short,2024-10-24 15:07,Close entry(s) order Short,55411.1,1,55362.75,-2855.38,-0.15,2801.44,0.14,-2781.06,-0.14,-36782.12,-0.37
19,Entry short,2024-10-24 14:43,Short,55362.75,1,55362.75,-2855.38,-0.15,2801.44,0.14,-2781.06,-0.14,-36782.12,-0.37
20,Exit short,2024-10-25 11:59,Close entry(s) order Short,54473.3,1,55217.9,24909.24,1.29,30878.21,1.60,-5030.04,-0.26,-11872.88,-0.12
20,Entry short,2024-10-25 09:23,Short,55217.9,1,55217.9,24909.24,1.29,30878.21,1.60,-5030.04,-0.26,-11872.88,-0.12
21,Exit short,2024-10-25 14:47,Close entry(s) order Short,54360.25,1,54369.45,-819.66,-0.04,6030.12,0.32,-3409.38,-0.18,-12692.55,-0.13
21,Entry short,2024-10-25 13:38,Short,54369.45,1,54369.45,-819.66,-0.04,6030.12,0.32,-3409.38,-0.18,-12692.55,-0.13
22,Exit long,2024-10-28 11:03,Close entry(s) order Long,55156.05,1,54633.55,17134.71,0.90,26385.1,1.38,-4614.4,-0.24,4442.16,0.04
22,Entry long,2024-10-25 15:01,Long,54633.55,1,54633.55,17134.71,0.90,26385.1,1.38,-4614.4,-0.24,4442.16,0.04
23,Exit long,2024-10-28 12:45,Close entry(s) order Long,55218.3,1,55376.1,-6684.24,-0.34,48.55,0.00,-6354.7,-0.33,-2242.08,-0.02
23,Entry long,2024-10-28 12:15,Long,55376.1,1,55376.1,-6684.24,-0.34,48.55,0.00,-6354.7,-0.33,-2242.08,-0.02
24,Exit short,2024-10-28 14:41,Close entry(s) order Short,55203.95,1,55136.8,-3508.83,-0.18,1067.81,0.06,-3109.44,-0.16,-5750.91,-0.06
24,Entry short,2024-10-28 14:06,Short,55136.8,1,55136.8,-3508.83,-0.18,1067.81,0.06,-3109.44,-0.16,-5750.91,-0.06
25,Exit short,2024-10-28 15:15,Close entry(s) order Short,55181.05,1,55069.85,-5049.63,-0.26,1068.52,0.06,-4568.23,-0.24,-10800.54,-0.11
25,Entry short,2024-10-28 15:02,Short,55069.85,1,55069.85,-5049.63,-0.26,1068.52,0.06,-4568.23,-0.24,-10800.54,-0.11
26,Exit long,2024-10-29 09:36,Close entry(s) order Long,55146.1,1,55289.75,-6187.33,-0.32,0,0.00,-5869.04,-0.30,-16987.87,-0.17
26,Entry long,2024-10-29 09:32,Long,55289.75,1,55289.75,-6187.33,-0.32,0,0.00,-5869.04,-0.30,-16987.87,-0.17
27,Exit long,2024-10-29 10:35,Close entry(s) order Long,55217.15,1,55346,-5670.66,-0.29,787.37,0.04,-5090.88,-0.26,-22658.53,-0.23
27,Entry long,2024-10-29 10:15,Long,55346,1,55346,-5670.66,-0.29,787.37,0.04,-5090.88,-0.26,-22658.53,-0.23
28,Exit long,2024-10-30 09:26,Close entry(s) order Long,55909.8,1,55407.7,16404.67,0.85,25015.47,1.29,-581.78,-0.03,-6253.86,-0.06
28,Entry long,2024-10-29 11:40,Long,55407.7,1,55407.7,16404.67,0.85,25015.47,1.29,-581.78,-0.03,-6253.86,-0.06
29,Exit short,2024-10-30 10:54,Close entry(s) order Short,55815.5,1,55846.2,-97.95,-0.01,10893.62,0.56,-586.39,-0.03,-6351.81,-0.06
29,Entry short,2024-10-30 09:30,Short,55846.2,1,55846.2,-97.95,-0.01,10893.62,0.56,-586.39,-0.03,-6351.81,-0.06
30,Exit long,2024-10-30 13:10,Close entry(s) order Long,55806.1,1,55926.1,-5373.19,-0.27,1827.78,0.09,-5662.22,-0.29,-11725,-0.12
30,Entry long,2024-10-30 13:07,Long,55926.1,1,55926.1,-5373.19,-0.27,1827.78,0.09,-5662.22,-0.29,-11725,-0.12
31,Exit short,2024-10-31 09:18,Close entry(s) order Short,55632.2,1,55652,-475.48,-0.02,6350.9,0.33,-2771.85,-0.14,-12200.48,-0.12
31,Entry short,2024-10-30 13:17,Short,55652,1,55652,-475.48,-0.02,6350.9,0.33,-2771.85,-0.14,-12200.48,-0.12
32,Exit long,2024-10-31 10:19,Close entry(s) order Long,55615.6,1,55653.6,-2498.33,-0.13,4315.64,0.22,-1914.36,-0.10,-14698.81,-0.15
32,Entry long,2024-10-31 09:46,Long,55653.6,1,55653.6,-2498.33,-0.13,4315.64,0.22,-1914.36,-0.10,-14698.81,-0.15
33,Exit short,2024-10-31 13:46,Close entry(s) order Short,55308.2,1,55487,5094.65,0.26,12624.64,0.65,-1937.11,-0.10,-9604.16,-0.10
33,Entry short,2024-10-31 11:41,Short,55487,1,55487,5094.65,0.26,12624.64,0.65,-1937.11,-0.10,-9604.16,-0.10
34,Exit short,2024-10-31 14:45,Close entry(s) order Short,55192.7,1,55097.65,-4484.8,-0.23,0,0.00,-4216.78,-0.22,-14088.96,-0.14
34,Entry short,2024-10-31 14:16,Short,55097.65,1,55097.65,-4484.8,-0.23,0,0.00,-4216.78,-0.22,-14088.96,-0.14
35,Exit long,2024-11-01 18:44,Close entry(s) order Long,55263.6,1,55323.6,-3261.17,-0.17,3094.1,0.16,-2925.9,-0.15,-17350.12,-0.17
35,Entry long,2024-10-31 15:17,Long,55323.6,1,55323.6,-3261.17,-0.17,3094.1,0.16,-2925.9,-0.15,-17350.12,-0.17
36,Exit short,2024-11-04 12:44,Close entry(s) order Short,54746,1,55133.9,12422.76,0.64,16648.09,0.86,-3543.41,-0.18,-4927.36,-0.05
36,Entry short,2024-11-04 09:17,Short,55133.9,1,55133.9,12422.76,0.64,16648.09,0.86,-3543.41,-0.18,-4927.36,-0.05
37,Exit long,2024-11-05 09:37,Close entry(s) order Long,54809.35,1,54801.85,-888.42,-0.05,5330.83,0.28,-4889.17,-0.25,-5815.78,-0.06
37,Entry long,2024-11-04 13:42,Long,54801.85,1,54801.85,-888.42,-0.05,5330.83,0.28,-4889.17,-0.25,-5815.78,-0.06
38,Exit long,2024-11-05 10:36,Close entry(s) order Long,54875.65,1,55030.5,-6573.76,-0.34,2540.68,0.13,-6751.82,-0.35,-12389.54,-0.12
38,Entry long,2024-11-05 10:28,Long,55030.5,1,55030.5,-6573.76,-0.34,2540.68,0.13,-6751.82,-0.35,-12389.54,-0.12
39,Exit short,2024-11-05 12:18,Close entry(s) order Short,54780.85,1,54699.5,-3996.79,-0.21,3905.66,0.20,-5535.59,-0.29,-16386.34,-0.16
39,Entry short,2024-11-05 11:41,Short,54699.5,1,54699.5,-3996.79,-0.21,3905.66,0.20,-5535.59,-0.29,-16386.34,-0.16
40,Exit long,2024-11-06 10:29,Close entry(s) order Long,55880.45,1,54928.6,32151.26,1.67,40093.25,2.08,-576.75,-0.03,15764.92,0.16
40,Entry long,2024-11-05 13:24,Long,54928.6,1,54928.6,32151.26,1.67,40093.25,2.08,-576.75,-0.03,15764.92,0.16
41,Exit long,2024-11-06 12:52,Close entry(s) order Long,55971.6,1,55988.65,-1772.33,-0.09,1867.37,0.10,-1814.63,-0.09,13992.58,0.14
41,Entry long,2024-11-06 11:48,Long,55988.65,1,55988.65,-1772.33,-0.09,1867.37,0.10,-1814.63,-0.09,13992.58,0.14
42,Exit short,2024-11-06 13:54,Close entry(s) order Short,55968.85,1,55937.85,-2260.02,-0.12,0,0.00,-2680.35,-0.14,11732.56,0.12
42,Entry short,2024-11-06 13:18,Short,55937.85,1,55937.85,-2260.02,-0.12,0,0.00,-2680.35,-0.14,11732.56,0.12
43,Exit long,2024-11-06 14:37,Close entry(s) order Long,55998.6,1,56033.6,-2401.34,-0.12,1508.15,0.08,-1951.6,-0.10,9331.23,0.09
43,Entry long,2024-11-06 14:19,Long,56033.6,1,56033.6,-2401.34,-0.12,1508.15,0.08,-1951.6,-0.10,9331.23,0.09
44,Exit short,2024-11-07 10:56,Close entry(s) order Short,55743.6,1,55862.7,2996.63,0.15,16005.19,0.82,-3264.06,-0.17,12327.86,0.12
44,Entry short,2024-11-07 09:16,Short,55862.7,1,55862.7,2996.63,0.15,16005.19,0.82,-3264.06,-0.17,12327.86,0.12
45,Exit long,2024-11-07 13:37,Close entry(s) order Long,55568.3,1,55688.05,-5359.44,-0.27,834.53,0.04,-4775.97,-0.24,6968.42,0.07
45,Entry long,2024-11-07 13:11,Long,55688.05,1,55688.05,-5359.44,-0.27,834.53,0.04,-4775.97,-0.24,6968.42,0.07
46,Exit short,2024-11-08 09:32,Close entry(s) order Short,55508.15,1,55338.95,-7085.89,-0.37,4121.19,0.21,-7049.06,-0.36,-117.48,0.00
46,Entry short,2024-11-08 09:16,Short,55338.95,1,55338.95,-7085.89,-0.37,4121.19,0.21,-7049.06,-0.36,-117.48,0.00
47,Exit short,2024-11-08 12:27,Close entry(s) order Short,55196.3,1,55188.05,-1447.79,-0.07,3951.28,0.20,-4096.97,-0.21,-1565.26,-0.02
47,Entry short,2024-11-08 10:47,Short,55188.05,1,55188.05,-1447.79,-0.07,3951.28,0.20,-4096.97,-0.21,-1565.26,-0.02
48,Exit long,2024-11-08 13:57,Close entry(s) order Long,55298.4,1,55301.9,-1283.8,-0.07,5428.83,0.28,-1103.92,-0.06,-2849.07,-0.03
48,Entry long,2024-11-08 13:11,Long,55301.9,1,55301.9,-1283.8,-0.07,5428.83,0.28,-1103.92,-0.06,-2849.07,-0.03
49,Exit short,2024-11-11 09:33,Close entry(s) order Short,55098.6,1,55119.9,-411.79,-0.02,8064.49,0.42,-6129.76,-0.32,-3260.86,-0.03
49,Entry short,2024-11-08 14:19,Short,55119.9,1,55119.9,-411.79,-0.02,8064.49,0.42,-6129.76,-0.32,-3260.86,-0.03
50,Exit long,2024-11-11 12:19,Close entry(s) order Long,55575.55,1,55251.55,10176.32,0.53,16571.61,0.86,-580.14,-0.03,6915.46,0.07
50,Entry long,2024-11-11 10:28,Long,55251.55,1,55251.55,10176.32,0.53,16571.61,0.86,-580.14,-0.03,6915.46,0.07
51,Exit short,2024-11-11 14:40,Close entry(s) order Short,55491.6,1,55441.85,-2906.05,-0.15,3336.11,0.17,-2533.39,-0.13,4009.4,0.04
51,Entry short,2024-11-11 13:43,Short,55441.85,1,55441.85,-2906.05,-0.15,3336.11,0.17,-2533.39,-0.13,4009.4,0.04
52,Exit long,2024-11-12 09:29,Close entry(s) order Long,55472.75,1,55578.6,-4870.79,-0.25,641.42,0.03,-4888.57,-0.25,-861.39,-0.01
52,Entry long,2024-11-12 09:16,Long,55578.6,1,55578.6,-4870.79,-0.25,641.42,0.03,-4888.57,-0.25,-861.39,-0.01
53,Exit long,2024-11-12 10:03,Close entry(s) order Long,55467.9,1,55678.4,-8534.54,-0.44,0,0.00,-8309.12,-0.43,-9395.92,-0.09
53,Entry long,2024-11-12 10:00,Long,55678.4,1,55678.4,-8534.54,-0.44,0,0.00,-8309.12,-0.43,-9395.92,-0.09
54,Exit short,2024-11-12 11:42,Close entry(s) order Short,55373.6,1,55323.35,-2921.07,-0.15,4956.1,0.26,-3459.65,-0.18,-12316.99,-0.12
54,Entry short,2024-11-12 10:35,Short,55323.35,1,55323.35,-2921.07,-0.15,4956.1,0.26,-3459.65,-0.18,-12316.99,-0.12
55,Exit short,2024-11-12 14:35,Close entry(s) order Short,54847.15,1,55078.6,6946.53,0.36,15152.43,0.79,-734.08,-0.04,-5370.46,-0.05
55,Entry short,2024-11-12 12:41,Short,55078.6,1,55078.6,6946.53,0.36,15152.43,0.79,-734.08,-0.04,-5370.46,-0.05
56,Exit short,2024-11-13 09:22,Close entry(s) order Short,54732.7,1,54640.3,-4382.42,-0.23,483.28,0.03,-4609.22,-0.24,-9752.88,-0.10
56,Entry short,2024-11-13 09:16,Short,54640.3,1,54640.3,-4382.42,-0.23,483.28,0.03,-4609.22,-0.24,-9752.88,-0.10
57,Exit short,2024-11-13 13:39,Close entry(s) order Short,54251.65,1,54524.6,8411.1,0.44,12681.99,0.66,-7947.01,-0.42,-1341.78,-0.01
57,Entry short,2024-11-13 09:50,Short,54524.6,1,54524.6,8411.1,0.44,12681.99,0.66,-7947.01,-0.42,-1341.78,-0.01
58,Exit long,2024-11-13 13:54,Close entry(s) order Long,54263.35,1,54339.15,-3793.33,-0.20,0,0.00,-4074.06,-0.21,-5135.1,-0.05
58,Entry long,2024-11-13 13:46,Long,54339.15,1,54339.15,-3793.33,-0.20,0,0.00,-4074.06,-0.21,-5135.1,-0.05
59,Exit short,2024-11-14 09:32,Close entry(s) order Short,53883.6,1,54091.95,6158.51,0.33,19532.54,1.03,-664.22,-0.04,1023.4,0.01
59,Entry short,2024-11-13 14:13,Short,54091.95,1,54091.95,6158.51,0.33,19532.54,1.03,-664.22,-0.04,1023.4,0.01
60,Exit long,2024-11-14 10:38,Close entry(s) order Long,53843.8,1,54003,-6704.39,-0.35,2343.22,0.12,-6473.28,-0.34,-5680.99,-0.06
60,Entry long,2024-11-14 10:01,Long,54003,1,54003,-6704.39,-0.35,2343.22,0.12,-6473.28,-0.34,-5680.99,-0.06
61,Exit short,2024-11-14 12:05,Close entry(s) order Short,53753.6,1,53673.7,-3924.49,-0.21,8321.18,0.44,-3774.82,-0.20,-9605.47,-0.10
61,Entry short,2024-11-14 10:46,Short,53673.7,1,53673.7,-3924.49,-0.21,8321.18,0.44,-3774.82,-0.20,-9605.47,-0.10
62,Exit short,2024-11-14 15:09,Close entry(s) order Short,53707.1,1,53551.85,-6559.97,-0.35,0,0.00,-6909.54,-0.37,-16165.44,-0.16
62,Entry short,2024-11-14 15:07,Short,53551.85,1,53551.85,-6559.97,-0.35,0,0.00,-6909.54,-0.37,-16165.44,-0.16
63,Exit short,2024-11-18 09:48,Close entry(s) order Short,53633.65,1,53523.8,-4969.9,-0.27,1020,0.05,-4930,-0.26,-21135.35,-0.21
63,Entry short,2024-11-18 09:40,Short,53523.8,1,53523.8,-4969.9,-0.27,1020,0.05,-4930,-0.26,-21135.35,-0.21
64,Exit long,2024-11-18 12:56,Close entry(s) order Long,53778.6,1,53803.55,-2002.86,-0.11,3286.81,0.17,-2138.19,-0.11,-23138.21,-0.23
64,Entry long,2024-11-18 12:00,Long,53803.55,1,53803.55,-2002.86,-0.11,3286.81,0.17,-2138.19,-0.11,-23138.21,-0.23
65,Exit short,2024-11-18 14:56,Close entry(s) order Short,53772.6,1,53728.6,-2668.76,-0.14,510.35,0.03,-2139.15,-0.11,-25806.97,-0.26
65,Entry short,2024-11-18 14:33,Short,53728.6,1,53728.6,-2668.76,-0.14,510.35,0.03,-2139.15,-0.11,-25806.97,-0.26
66,Exit long,2024-11-19 12:04,Close entry(s) order Long,54299.9,1,53959.75,10768.52,0.57,15423.17,0.82,-3042.83,-0.16,-15038.45,-0.15
66,Entry long,2024-11-19 09:16,Long,53959.75,1,53959.75,10768.52,0.57,15423.17,0.82,-3042.83,-0.16,-15038.45,-0.15
67,Exit long,2024-11-19 13:30,Close entry(s) order Long,54357.1,1,54412.2,-3070.58,-0.16,0,0.00,-2968.83,-0.16,-18109.03,-0.18
67,Entry long,2024-11-19 13:21,Long,54412.2,1,54412.2,-3070.58,-0.16,0,0.00,-2968.83,-0.16,-18109.03,-0.18
68,Exit short,2024-11-21 10:56,Close entry(s) order Short,53487.7,1,54263.6,26025.11,1.37,37674.73,1.98,-1590.02,-0.08,7916.09,0.08
68,Entry short,2024-11-19 14:09,Short,54263.6,1,54263.6,26025.11,1.37,37674.73,1.98,-1590.02,-0.08,7916.09,0.08
69,Exit long,2024-11-21 12:56,Close entry(s) order Long,53703.6,1,53679.1,-270.02,-0.01,9232.87,0.49,-4821.38,-0.26,7646.07,0.08
69,Entry long,2024-11-21 11:21,Long,53679.1,1,53679.1,-270.02,-0.01,9232.87,0.49,-4821.38,-0.26,7646.07,0.08
70,Exit short,2024-11-21 15:17,Close entry(s) order Short,53782.6,1,53635.6,-6272.89,-0.33,640.83,0.03,-6793.17,-0.36,1373.18,0.01
70,Entry short,2024-11-21 14:58,Short,53635.6,1,53635.6,-6272.89,-0.33,640.83,0.03,-6793.17,-0.36,1373.18,0.01
71,Exit long,2024-11-22 10:48,Close entry(s) order Long,54033.85,1,53994.7,235.95,0.01,13056.81,0.69,-1606.44,-0.08,1609.13,0.02
71,Entry long,2024-11-22 09:16,Long,53994.7,1,53994.7,235.95,0.01,13056.81,0.69,-1606.44,-0.08,1609.13,0.02
72,Exit long,2024-11-22 13:33,Close entry(s) order Long,54298.7,1,54346.15,-2801.52,-0.15,2840.12,0.15,-2479.88,-0.13,-1192.39,-0.01
72,Entry long,2024-11-22 12:06,Long,54346.15,1,54346.15,-2801.52,-0.15,2840.12,0.15,-2479.88,-0.13,-1192.39,-0.01
73,Exit long,2024-11-22 14:32,Close entry(s) order Long,54400.65,1,54510.4,-4984.82,-0.26,3739.64,0.20,-4896.61,-0.26,-6177.21,-0.06
73,Entry long,2024-11-22 14:00,Long,54510.4,1,54510.4,-4984.82,-0.26,3739.64,0.20,-4896.61,-0.26,-6177.21,-0.06
74,Exit long,2024-11-25 11:37,Close entry(s) order Long,55507.25,1,55361.15,3949.38,0.20,9304.46,0.48,-581.29,-0.03,-2227.83,-0.02
74,Entry long,2024-11-25 09:16,Long,55361.15,1,55361.15,3949.38,0.20,9304.46,0.48,-581.29,-0.03,-2227.83,-0.02
75,Exit short,2024-11-25 13:26,Close entry(s) order Short,55463.6,1,55448.1,-1707.07,-0.09,4867.3,0.25,-1474.71,-0.08,-3934.9,-0.04
75,Entry short,2024-11-25 12:51,Short,55448.1,1,55448.1,-1707.07,-0.09,4867.3,0.25,-1474.71,-0.08,-3934.9,-0.04
76,Exit long,2024-11-26 09:49,Close entry(s) order Long,55538.6,1,55515.8,-368.07,-0.02,7745.33,0.40,-3109.92,-0.16,-4302.97,-0.04
76,Entry long,2024-11-25 14:44,Long,55515.8,1,55515.8,-368.07,-0.02,7745.33,0.40,-3109.92,-0.16,-4302.97,-0.04
77,Exit short,2024-11-26 11:34,Close entry(s) order Short,55487.65,1,55403.6,-4106.11,-0.21,1864.76,0.10,-3974.99,-0.20,-8409.08,-0.08
77,Entry short,2024-11-26 10:20,Short,55403.6,1,55403.6,-4106.11,-0.21,1864.76,0.10,-3974.99,-0.20,-8409.08,-0.08
78,Exit long,2024-11-26 15:06,Close entry(s) order Long,55541.9,1,55543.85,-1234.65,-0.06,3970.29,0.20,-1883.46,-0.10,-9643.73,-0.10
78,Entry long,2024-11-26 14:26,Long,55543.85,1,55543.85,-1234.65,-0.06,3970.29,0.20,-1883.46,-0.10,-9643.73,-0.10
79,Exit short,2024-11-27 09:54,Close entry(s) order Short,55544.85,1,55400.25,-6225.92,-0.32,9.8,0.00,-5782.7,-0.30,-15869.65,-0.16
79,Entry short,2024-11-27 09:41,Short,55400.25,1,55400.25,-6225.92,-0.32,9.8,0.00,-5782.7,-0.30,-15869.65,-0.16
80,Exit long,2024-11-27 13:50,Close entry(s) order Long,55750.35,1,55649.25,2368.8,0.12,5342.93,0.27,-3160.32,-0.16,-13500.85,-0.14
80,Entry long,2024-11-27 12:00,Long,55649.25,1,55649.25,2368.8,0.12,5342.93,0.27,-3160.32,-0.16,-13500.85,-0.14
81,Exit short,2024-11-28 09:16,Close entry(s) order Short,55707.05,1,55727.4,-457.81,-0.02,2223.61,0.11,-1432.14,-0.07,-13958.66,-0.14
81,Entry short,2024-11-27 13:59,Short,55727.4,1,55727.4,-457.81,-0.02,2223.61,0.11,-1432.14,-0.07,-13958.66,-0.14
82,Exit long,2024-11-28 10:34,Close entry(s) order Long,55827.95,1,55781.45,455.6,0.02,11646.8,0.60,-1369.71,-0.07,-13503.06,-0.14
82,Entry long,2024-11-28 09:19,Long,55781.45,1,55781.45,455.6,0.02,11646.8,0.60,-1369.71,-0.07,-13503.06,-0.14
83,Exit short,2024-11-28 12:22,Close entry(s) order Short,55542.55,1,55463.1,-3946.31,-0.20,982.14,0.05,-6807.11,-0.35,-17449.37,-0.17
83,Entry short,2024-11-28 11:18,Short,55463.1,1,55463.1,-3946.31,-0.20,982.14,0.05,-6807.11,-0.35,-17449.37,-0.17
84,Exit short,2024-11-28 13:35,Close entry(s) order Short,55425.9,1,55338.7,-4215.03,-0.22,2875.19,0.15,-4002.31,-0.21,-21664.4,-0.22
84,Entry short,2024-11-28 13:02,Short,55338.7,1,55338.7,-4215.03,-0.22,2875.19,0.15,-4002.31,-0.21,-21664.4,-0.22
85,Exit short,2024-11-28 14:31,Close entry(s) order Short,55386.4,1,55237.95,-6357.31,-0.33,0,0.00,-6180,-0.32,-28021.7,-0.28
85,Entry short,2024-11-28 14:14,Short,55237.95,1,55237.95,-6357.31,-0.33,0,0.00,-6180,-0.32,-28021.7,-0.28
86,Exit long,2024-11-29 09:57,Close entry(s) order Long,55389.95,1,55513.3,-5481.73,-0.28,0,0.00,-5216.89,-0.27,-33503.44,-0.34
86,Entry long,2024-11-29 09:35,Long,55513.3,1,55513.3,-5481.73,-0.28,0,0.00,-5216.89,-0.27,-33503.44,-0.34
87,Exit short,2024-11-29 10:34,Close entry(s) order Short,55367.95,1,55260.2,-4932.85,-0.25,4508.77,0.23,-4876.48,-0.25,-38436.29,-0.38
87,Entry short,2024-11-29 10:12,Short,55260.2,1,55260.2,-4932.85,-0.25,4508.77,0.23,-4876.48,-0.25,-38436.29,-0.38
88,Exit short,2024-11-29 12:31,Close entry(s) order Short,55237.95,1,55141.1,-4548.73,-0.24,1790.52,0.09,-4843.73,-0.25,-42985.02,-0.43
88,Entry short,2024-11-29 12:00,Short,55141.1,1,55141.1,-4548.73,-0.24,1790.52,0.09,-4843.73,-0.25,-42985.02,-0.43
89,Exit long,2024-11-29 14:17,Close entry(s) order Long,55306.9,1,55273.95,-7.85,0.00,6542.12,0.34,-678.38,-0.04,-42992.86,-0.43
89,Entry long,2024-11-29 13:21,Long,55273.95,1,55273.95,-7.85,0.00,6542.12,0.34,-678.38,-0.04,-42992.86,-0.43
90,Exit short,2024-12-02 09:39,Close entry(s) order Short,55277.35,1,55237.95,-2539.41,-0.13,6420,0.33,-2120,-0.11,-45532.27,-0.46
90,Entry short,2024-12-02 09:16,Short,55237.95,1,55237.95,-2539.41,-0.13,6420,0.33,-2120,-0.11,-45532.27,-0.46
