Trade #,Type,Date/Time,Signal,Price INR,Position size (qty),Position size (value),Net P&L INR,Net P&L %,Run-up INR,Run-up %,Drawdown INR,Drawdown %,Cumulative P&L INR,Cumulative P&L %
1,Exit short,2023-05-04 09:45:30,Close entry(s) order Short,51826.35,1,51810.85,-1630.69,-0.09,0,0.00,-1121.51,-0.06,-1630.69,-0.02
1,Entry short,2023-05-04 09:40:10,Short,51810.85,1,51810.85,-1630.69,-0.09,0,0.00,-1121.51,-0.06,-1630.69,-0.02
2,Exit short,2023-05-04 10:01:40,Close entry(s) order Short,51816.35,1,51793.9,-1873.66,-0.10,70.41,0.00,-1329.59,-0.07,-3504.35,-0.04
2,Entry short,2023-05-04 09:54:00,Short,51793.9,1,51793.9,-1873.66,-0.10,70.41,0.00,-1329.59,-0.07,-3504.35,-0.04
3,Exit long,2023-05-04 10:20:40,Close entry(s) order Long,51833.9,1,51829.5,-934.47,-0.05,0,0.00,-1168.96,-0.06,-4438.81,-0.04
3,Entry long,2023-05-04 10:04:10,Long,51829.5,1,51829.5,-934.47,-0.05,0,0.00,-1168.96,-0.06,-4438.81,-0.04
4,Exit long,2023-05-04 10:47:30,Close entry(s) order Long,51868.25,1,51850.05,-452.04,-0.02,726.07,0.04,-943.43,-0.05,-4890.86,-0.05
4,Entry long,2023-05-04 10:25:20,Long,51850.05,1,51850.05,-452.04,-0.02,726.07,0.04,-943.43,-0.05,-4890.86,-0.05
5,Exit long,2023-05-04 11:24:30,Close entry(s) order Long,51898.8,1,51895.8,-984.84,-0.05,310.84,0.02,-1050.66,-0.06,-5875.7,-0.06
5,Entry long,2023-05-04 10:59:00,Long,51895.8,1,51895.8,-984.84,-0.05,310.84,0.02,-1050.66,-0.06,-5875.7,-0.06
6,Exit short,2023-05-04 11:38:20,Close entry(s) order Short,51902.65,1,51877.85,-1957.7,-0.11,0,0.00,-1412.72,-0.08,-7833.39,-0.08
6,Entry short,2023-05-04 11:25:40,Short,51877.85,1,51877.85,-1957.7,-0.11,0,0.00,-1412.72,-0.08,-7833.39,-0.08
7,Exit long,2023-05-04 11:46:20,Close entry(s) order Long,51897.4,1,51915.3,-1716.53,-0.09,0,0.00,-1208.36,-0.07,-9549.93,-0.10
7,Entry long,2023-05-04 11:39:30,Long,51915.3,1,51915.3,-1716.53,-0.09,0,0.00,-1208.36,-0.07,-9549.93,-0.10
8,Exit short,2023-05-04 11:57:40,Close entry(s) order Short,51906.05,1,51884,-1861.55,-0.10,0,0.00,-1327.03,-0.07,-11411.47,-0.11
8,Entry short,2023-05-04 11:54:10,Short,51884,1,51884,-1861.55,-0.10,0,0.00,-1327.03,-0.07,-11411.47,-0.11
9,Exit long,2023-05-04 12:03:30,Close entry(s) order Long,51902.65,1,51914.35,-1499.58,-0.08,0,0.00,-1050.85,-0.06,-12911.05,-0.13
9,Entry long,2023-05-04 11:59:30,Long,51914.35,1,51914.35,-1499.58,-0.08,0,0.00,-1050.85,-0.06,-12911.05,-0.13
10,Exit short,2023-05-04 12:17:10,Close entry(s) order Short,51886.35,1,51885.7,-1112.36,-0.06,286.45,0.02,-1073.3,-0.06,-14023.41,-0.14
10,Entry short,2023-05-04 12:12:20,Short,51885.7,1,51885.7,-1112.36,-0.06,286.45,0.02,-1073.3,-0.06,-14023.41,-0.14
11,Exit long,2023-05-04 12:34:50,Close entry(s) order Long,51894.65,1,51906.35,-1499.41,-0.08,0,0.00,-1038.52,-0.06,-15522.82,-0.16
11,Entry long,2023-05-04 12:19:40,Long,51906.35,1,51906.35,-1499.41,-0.08,0,0.00,-1038.52,-0.06,-15522.82,-0.16
12,Exit long,2023-05-04 12:49:10,Close entry(s) order Long,51906.45,1,51926.35,-1786.74,-0.10,0,0.00,-1241.73,-0.07,-17309.56,-0.17
12,Entry long,2023-05-04 12:42:40,Long,51926.35,1,51926.35,-1786.74,-0.10,0,0.00,-1241.73,-0.07,-17309.56,-0.17
13,Exit short,2023-05-04 13:02:30,Close entry(s) order Short,51912.25,1,51896.35,-1646.49,-0.09,0,0.00,-1185.41,-0.07,-18956.05,-0.19
13,Entry short,2023-05-04 12:56:40,Short,51896.35,1,51896.35,-1646.49,-0.09,0,0.00,-1185.41,-0.07,-18956.05,-0.19
14,Exit long,2023-05-04 13:19:20,Close entry(s) order Long,51933.1,1,51920.9,-663.47,-0.04,520.58,0.03,-576.67,-0.03,-19619.52,-0.20
14,Entry long,2023-05-04 13:04:50,Long,51920.9,1,51920.9,-663.47,-0.04,520.58,0.03,-576.67,-0.03,-19619.52,-0.20
15,Exit long,2023-05-04 13:36:50,Close entry(s) order Long,51948.5,1,51951.45,-1194.2,-0.07,259.51,0.01,-723.99,-0.04,-20813.72,-0.21
15,Entry long,2023-05-04 13:27:30,Long,51951.45,1,51951.45,-1194.2,-0.07,259.51,0.01,-723.99,-0.04,-20813.72,-0.21
16,Exit long,2023-05-04 13:46:10,Close entry(s) order Long,51963.95,1,51976.35,-1525.37,-0.08,0,0.00,-1244,-0.07,-22339.09,-0.22
16,Entry long,2023-05-04 13:40:30,Long,51976.35,1,51976.35,-1525.37,-0.08,0,0.00,-1244,-0.07,-22339.09,-0.22
17,Exit short,2023-05-04 14:05:20,Close entry(s) order Short,51951.35,1,51943.7,-1358.65,-0.07,198.34,0.01,-813.16,-0.04,-23697.74,-0.24
17,Entry short,2023-05-04 13:58:20,Short,51943.7,1,51943.7,-1358.65,-0.07,198.34,0.01,-813.16,-0.04,-23697.74,-0.24
18,Exit long,2023-05-04 14:21:00,Close entry(s) order Long,51945.2,1,51958.45,-1554.74,-0.09,0,0.00,-1179.06,-0.06,-25252.48,-0.25
18,Entry long,2023-05-04 14:14:00,Long,51958.45,1,51958.45,-1554.74,-0.09,0,0.00,-1179.06,-0.06,-25252.48,-0.25
19,Exit long,2023-05-04 15:22:40,Close entry(s) order Long,52196.35,1,51973.35,6711.22,0.37,8134.28,0.45,-860.72,-0.05,-18541.26,-0.19
19,Entry long,2023-05-04 14:24:40,Long,51973.35,1,51973.35,6711.22,0.37,8134.28,0.45,-860.72,-0.05,-18541.26,-0.19
20,Exit short,2023-05-05 09:15:10,Close entry(s) order Short,52044.5,1,52168.6,3249.26,0.18,15611.73,0.85,-880.27,-0.05,-15292,-0.15
20,Entry short,2023-05-04 15:24:50,Short,52168.6,1,52168.6,3249.26,0.18,15611.73,0.85,-880.27,-0.05,-15292,-0.15
21,Exit long,2023-05-05 09:38:20,Close entry(s) order Long,51941.1,1,51966.55,-1981.78,-0.11,3.85,0.00,-1602.65,-0.09,-17273.78,-0.17
21,Entry long,2023-05-05 09:36:10,Long,51966.55,1,51966.55,-1981.78,-0.11,3.85,0.00,-1602.65,-0.09,-17273.78,-0.17
22,Exit long,2023-05-05 10:28:50,Close entry(s) order Long,52084.4,1,51973.15,2801.15,0.15,4268.53,0.23,-622.72,-0.03,-14472.63,-0.14
22,Entry long,2023-05-05 09:56:20,Long,51973.15,1,51973.15,2801.15,0.15,4268.53,0.23,-622.72,-0.03,-14472.63,-0.14
23,Exit short,2023-05-05 10:32:10,Close entry(s) order Short,52086.35,1,52058.05,-2084.02,-0.11,0,0.00,-1537.11,-0.08,-16556.65,-0.17
23,Entry short,2023-05-05 10:30:30,Short,52058.05,1,52058.05,-2084.02,-0.11,0,0.00,-1537.11,-0.08,-16556.65,-0.17
24,Exit short,2023-05-05 10:52:30,Close entry(s) order Short,52055.1,1,52055.9,-1065.17,-0.06,452.66,0.02,-1010.34,-0.06,-17621.81,-0.18
24,Entry short,2023-05-05 10:34:30,Short,52055.9,1,52055.9,-1065.17,-0.06,452.66,0.02,-1010.34,-0.06,-17621.81,-0.18
25,Exit long,2023-05-05 11:00:10,Close entry(s) order Long,52052.35,1,52067.35,-1618.26,-0.09,0,0.00,-1211.71,-0.07,-19240.07,-0.19
25,Entry long,2023-05-05 10:55:30,Long,52067.35,1,52067.35,-1618.26,-0.09,0,0.00,-1211.71,-0.07,-19240.07,-0.19
26,Exit short,2023-05-05 11:28:50,Close entry(s) order Short,51775.35,1,52019.6,7458.9,0.41,10982.79,0.60,-546.21,-0.03,-11781.17,-0.12
26,Entry short,2023-05-05 11:01:50,Short,52019.6,1,52019.6,7458.9,0.41,10982.79,0.60,-546.21,-0.03,-11781.17,-0.12
27,Exit long,2023-05-05 11:42:00,Close entry(s) order Long,51756.35,1,51799.95,-2613.34,-0.14,0,0.00,-2194.15,-0.12,-14394.51,-0.14
27,Entry long,2023-05-05 11:38:00,Long,51799.95,1,51799.95,-2613.34,-0.14,0,0.00,-2194.15,-0.12,-14394.51,-0.14
28,Exit short,2023-05-05 12:06:00,Close entry(s) order Short,51616.35,1,51732.45,2978.34,0.16,6280.06,0.35,-543.19,-0.03,-11416.17,-0.11
28,Entry short,2023-05-05 11:45:50,Short,51732.45,1,51732.45,2978.34,0.16,6280.06,0.35,-543.19,-0.03,-11416.17,-0.11
29,Exit long,2023-05-05 12:25:50,Close entry(s) order Long,51688.35,1,51685,-968.17,-0.05,1779.56,0.10,-659.94,-0.04,-12384.34,-0.12
29,Entry long,2023-05-05 12:13:10,Long,51685,1,51685,-968.17,-0.05,1779.56,0.10,-659.94,-0.04,-12384.34,-0.12
30,Exit long,2023-05-05 12:40:30,Close entry(s) order Long,51710.3,1,51760.3,-2836.44,-0.16,0,0.00,-2606.73,-0.14,-15220.78,-0.15
30,Entry long,2023-05-05 12:32:00,Long,51760.3,1,51760.3,-2836.44,-0.16,0,0.00,-2606.73,-0.14,-15220.78,-0.15
31,Exit long,2023-05-05 12:58:40,Close entry(s) order Long,51756.75,1,51771.35,-1598.04,-0.09,646.4,0.04,-1054.6,-0.06,-16818.83,-0.17
31,Entry long,2023-05-05 12:54:00,Long,51771.35,1,51771.35,-1598.04,-0.09,646.4,0.04,-1054.6,-0.06,-16818.83,-0.17
32,Exit short,2023-05-05 13:13:50,Close entry(s) order Short,51716.45,1,51698.75,-1705.36,-0.09,1116.16,0.06,-1449.34,-0.08,-18524.19,-0.19
32,Entry short,2023-05-05 13:04:00,Short,51698.75,1,51698.75,-1705.36,-0.09,1116.16,0.06,-1449.34,-0.08,-18524.19,-0.19
33,Exit short,2023-05-05 13:57:50,Close entry(s) order Short,51564.75,1,51651.35,1947.23,0.11,6833.91,0.38,-593.09,-0.03,-16576.96,-0.17
33,Entry short,2023-05-05 13:33:50,Short,51651.35,1,51651.35,1947.23,0.11,6833.91,0.38,-593.09,-0.03,-16576.96,-0.17
34,Exit long,2023-05-05 14:22:30,Close entry(s) order Long,51545.65,1,51572.75,-2031.24,-0.11,0,0.00,-1733.26,-0.10,-18608.2,-0.19
34,Entry long,2023-05-05 14:21:20,Long,51572.75,1,51572.75,-2031.24,-0.11,0,0.00,-1733.26,-0.10,-18608.2,-0.19
35,Exit short,2023-05-05 14:41:00,Close entry(s) order Short,51488.8,1,51467.75,-1817.79,-0.10,1753.84,0.10,-1277.16,-0.07,-20425.99,-0.20
35,Entry short,2023-05-05 14:27:10,Short,51467.75,1,51467.75,-1817.79,-0.10,1753.84,0.10,-1277.16,-0.07,-20425.99,-0.20
36,Exit short,2023-05-05 15:11:10,Close entry(s) order Short,51304.9,1,51401.35,2297.33,0.13,8035.29,0.45,-1484.71,-0.08,-18128.66,-0.18
36,Entry short,2023-05-05 14:51:20,Short,51401.35,1,51401.35,2297.33,0.13,8035.29,0.45,-1484.71,-0.08,-18128.66,-0.18
37,Exit long,2023-05-08 10:05:20,Close entry(s) order Long,51799.1,1,51320.3,15675.25,0.87,18144.14,1.01,-846.86,-0.05,-2453.41,-0.02
37,Entry long,2023-05-08 09:15:10,Long,51320.3,1,51320.3,15675.25,0.87,18144.14,1.01,-846.86,-0.05,-2453.41,-0.02
38,Exit short,2023-05-08 10:22:20,Close entry(s) order Short,51758.35,1,51743,-1624.01,-0.09,1089.45,0.06,-2060.55,-0.11,-4077.43,-0.04
38,Entry short,2023-05-08 10:06:00,Short,51743,1,51743,-1624.01,-0.09,1089.45,0.06,-2060.55,-0.11,-4077.43,-0.04
39,Exit long,2023-05-08 10:39:10,Close entry(s) order Long,51785.7,1,51786.35,-1110.26,-0.06,597.24,0.03,-1488.76,-0.08,-5187.69,-0.05
39,Entry long,2023-05-08 10:23:10,Long,51786.35,1,51786.35,-1110.26,-0.06,597.24,0.03,-1488.76,-0.08,-5187.69,-0.05
40,Exit long,2023-05-08 10:51:10,Close entry(s) order Long,51813,1,51818.35,-1275.38,-0.07,2000.41,0.11,-731.34,-0.04,-6463.06,-0.06
40,Entry long,2023-05-08 10:44:50,Long,51818.35,1,51818.35,-1275.38,-0.07,2000.41,0.11,-731.34,-0.04,-6463.06,-0.06
41,Exit short,2023-05-08 11:10:50,Close entry(s) order Short,51787.15,1,51761.65,-1979.76,-0.11,0,0.00,-1546.25,-0.09,-8442.83,-0.08
41,Entry short,2023-05-08 11:07:20,Short,51761.65,1,51761.65,-1979.76,-0.11,0,0.00,-1546.25,-0.09,-8442.83,-0.08
42,Exit long,2023-05-08 11:54:50,Close entry(s) order Long,51849.05,1,51818.2,-8.76,0.00,1141.16,0.06,-710.34,-0.04,-8451.58,-0.08
42,Entry long,2023-05-08 11:36:50,Long,51818.2,1,51818.2,-8.76,0.00,1141.16,0.06,-710.34,-0.04,-8451.58,-0.08
43,Exit long,2023-05-08 12:03:00,Close entry(s) order Long,51808.35,1,51874.6,-3407.42,-0.19,0,0.00,-2863.43,-0.16,-11859,-0.12
43,Entry long,2023-05-08 12:02:10,Long,51874.6,1,51874.6,-3407.42,-0.19,0,0.00,-2863.43,-0.16,-11859,-0.12
44,Exit short,2023-05-08 12:04:10,Close entry(s) order Short,51828.75,1,51801.1,-2055.86,-0.11,0,0.00,-1670.91,-0.09,-13914.87,-0.14
44,Entry short,2023-05-08 12:03:10,Short,51801.1,1,51801.1,-2055.86,-0.11,0,0.00,-1670.91,-0.09,-13914.87,-0.14
45,Exit long,2023-05-08 12:10:20,Close entry(s) order Long,51831.35,1,51874.65,-2604.41,-0.14,0,0.00,-2060.18,-0.11,-16519.28,-0.17
45,Entry long,2023-05-08 12:04:50,Long,51874.65,1,51874.65,-2604.41,-0.14,0,0.00,-2060.18,-0.11,-16519.28,-0.17
46,Exit long,2023-05-08 12:38:10,Close entry(s) order Long,51814.35,1,51833.05,-1742.8,-0.10,0,0.00,-1349.25,-0.07,-18262.08,-0.18
46,Entry long,2023-05-08 12:34:30,Long,51833.05,1,51833.05,-1742.8,-0.10,0,0.00,-1349.25,-0.07,-18262.08,-0.18
47,Exit long,2023-05-08 12:50:30,Close entry(s) order Long,51836.35,1,51848.8,-1524.44,-0.08,419.84,0.02,-1015.16,-0.06,-19786.52,-0.20
47,Entry long,2023-05-08 12:42:50,Long,51848.8,1,51848.8,-1524.44,-0.08,419.84,0.02,-1015.16,-0.06,-19786.52,-0.20
48,Exit short,2023-05-08 12:58:20,Close entry(s) order Short,51811.35,1,51766.7,-2650.32,-0.15,375.2,0.02,-2281.3,-0.13,-22436.84,-0.22
48,Entry short,2023-05-08 12:57:50,Short,51766.7,1,51766.7,-2650.32,-0.15,375.2,0.02,-2281.3,-0.13,-22436.84,-0.22
49,Exit long,2023-05-08 13:24:00,Close entry(s) order Long,51811.9,1,51834.25,-1870.53,-0.10,223.99,0.01,-1326.51,-0.07,-24307.37,-0.24
49,Entry long,2023-05-08 13:14:40,Long,51834.25,1,51834.25,-1870.53,-0.10,223.99,0.01,-1326.51,-0.07,-24307.37,-0.24
50,Exit long,2023-05-08 13:39:20,Close entry(s) order Long,51827.35,1,51863.85,-2366.26,-0.13,0,0.00,-1822.07,-0.10,-26673.63,-0.27
50,Entry long,2023-05-08 13:35:30,Long,51863.85,1,51863.85,-2366.26,-0.13,0,0.00,-1822.07,-0.10,-26673.63,-0.27
51,Exit long,2023-05-08 13:44:50,Close entry(s) order Long,51854.35,1,51857.15,-1186.97,-0.07,1102.25,0.06,-642.5,-0.04,-27860.6,-0.28
51,Entry long,2023-05-08 13:43:40,Long,51857.15,1,51857.15,-1186.97,-0.07,1102.25,0.06,-642.5,-0.04,-27860.6,-0.28
52,Exit short,2023-05-08 13:53:20,Close entry(s) order Short,51870.15,1,51826.35,-2621.81,-0.14,0,0.00,-2077.18,-0.11,-30482.42,-0.30
52,Entry short,2023-05-08 13:48:50,Short,51826.35,1,51826.35,-2621.81,-0.14,0,0.00,-2077.18,-0.11,-30482.42,-0.30
53,Exit long,2023-05-08 14:12:40,Close entry(s) order Long,51941.7,1,51913.45,-101.73,-0.01,1656.41,0.09,-688.59,-0.04,-30584.15,-0.31
53,Entry long,2023-05-08 13:55:30,Long,51913.45,1,51913.45,-101.73,-0.01,1656.41,0.09,-688.59,-0.04,-30584.15,-0.31
54,Exit short,2023-05-08 14:30:30,Close entry(s) order Short,51896.5,1,51914.35,-465.26,-0.03,3294.4,0.18,-860.1,-0.05,-31049.41,-0.31
54,Entry short,2023-05-08 14:14:20,Short,51914.35,1,51914.35,-465.26,-0.03,3294.4,0.18,-860.1,-0.05,-31049.41,-0.31
55,Exit short,2023-05-08 15:00:30,Close entry(s) order Short,51901.35,1,51850.35,-2874.39,-0.16,0,0.00,-2329.43,-0.13,-33923.8,-0.34
55,Entry short,2023-05-08 15:00:10,Short,51850.35,1,51850.35,-2874.39,-0.16,0,0.00,-2329.43,-0.13,-33923.8,-0.34
56,Exit short,2023-05-08 15:11:20,Close entry(s) order Short,51841.35,1,51839.3,-1160.4,-0.06,2259.19,0.12,-1316.06,-0.07,-35084.2,-0.35
56,Entry short,2023-05-08 15:03:20,Short,51839.3,1,51839.3,-1160.4,-0.06,2259.19,0.12,-1316.06,-0.07,-35084.2,-0.35
57,Exit long,2023-05-08 15:29:50,Close entry(s) order Long,51856.4,1,51870.75,-1591.39,-0.09,526.36,0.03,-1048.64,-0.06,-36675.59,-0.37
57,Entry long,2023-05-08 15:19:40,Long,51870.75,1,51870.75,-1591.39,-0.09,526.36,0.03,-1048.64,-0.06,-36675.59,-0.37
58,Exit long,2023-05-09 09:25:10,Close entry(s) order Long,51929.35,1,51966.35,-2385.9,-0.13,1134.35,0.06,-1840.65,-0.10,-39061.49,-0.39
58,Entry long,2023-05-09 09:15:10,Long,51966.35,1,51966.35,-2385.9,-0.13,1134.35,0.06,-1840.65,-0.10,-39061.49,-0.39
59,Exit short,2023-05-09 09:41:20,Close entry(s) order Short,51896.9,1,51845.9,-2874.3,-0.16,461.87,0.03,-2329.38,-0.13,-41935.79,-0.42
59,Entry short,2023-05-09 09:30:50,Short,51845.9,1,51845.9,-2874.3,-0.16,461.87,0.03,-2329.38,-0.13,-41935.79,-0.42
60,Exit long,2023-05-09 09:58:40,Close entry(s) order Long,51945.75,1,51941.3,-935.06,-0.05,677.87,0.04,-1142.13,-0.06,-42870.85,-0.43
60,Entry long,2023-05-09 09:44:10,Long,51941.3,1,51941.3,-935.06,-0.05,677.87,0.04,-1142.13,-0.06,-42870.85,-0.43
61,Exit long,2023-05-09 10:29:10,Close entry(s) order Long,51962,1,51956.2,-888.14,-0.05,423.96,0.02,-715.29,-0.04,-43759,-0.44
61,Entry long,2023-05-09 10:12:20,Long,51956.2,1,51956.2,-888.14,-0.05,423.96,0.02,-715.29,-0.04,-43759,-0.44
62,Exit short,2023-05-09 10:32:50,Close entry(s) order Short,51956.9,1,51951.35,-1285.29,-0.07,189.51,0.01,-835.99,-0.05,-45044.28,-0.45
62,Entry short,2023-05-09 10:30:30,Short,51951.35,1,51951.35,-1285.29,-0.07,189.51,0.01,-835.99,-0.05,-45044.28,-0.45
63,Exit long,2023-05-09 10:54:40,Close entry(s) order Long,51976.35,1,51989,-1534.39,-0.08,0,0.00,-1242.38,-0.07,-46578.67,-0.47
63,Entry long,2023-05-09 10:44:50,Long,51989,1,51989,-1534.39,-0.08,0,0.00,-1242.38,-0.07,-46578.67,-0.47
64,Exit long,2023-05-09 10:58:40,Close entry(s) order Long,51981.45,1,51995.45,-1581.76,-0.09,0,0.00,-1035.95,-0.06,-48160.43,-0.48
64,Entry long,2023-05-09 10:56:50,Long,51995.45,1,51995.45,-1581.76,-0.09,0,0.00,-1035.95,-0.06,-48160.43,-0.48
65,Exit short,2023-05-09 11:18:20,Close entry(s) order Short,51976.05,1,51973.35,-1185.97,-0.07,219.03,0.01,-650.72,-0.04,-49346.39,-0.49
65,Entry short,2023-05-09 11:12:20,Short,51973.35,1,51973.35,-1185.97,-0.07,219.03,0.01,-650.72,-0.04,-49346.39,-0.49
66,Exit short,2023-05-09 11:28:50,Close entry(s) order Short,51969.35,1,51953.05,-1661.69,-0.09,0,0.00,-1186.01,-0.07,-51008.08,-0.51
66,Entry short,2023-05-09 11:26:30,Short,51953.05,1,51953.05,-1661.69,-0.09,0,0.00,-1186.01,-0.07,-51008.08,-0.51
67,Exit long,2023-05-09 12:11:10,Close entry(s) order Long,52009.3,1,51983.8,-199.43,-0.01,1230.42,0.07,-727.83,-0.04,-51207.51,-0.51
67,Entry long,2023-05-09 11:38:10,Long,51983.8,1,51983.8,-199.43,-0.01,1230.42,0.07,-727.83,-0.04,-51207.51,-0.51
68,Exit short,2023-05-09 12:25:20,Close entry(s) order Short,52011.35,1,52000.35,-1477.12,-0.08,0,0.00,-931,-0.05,-52684.63,-0.53
68,Entry short,2023-05-09 12:20:30,Short,52000.35,1,52000.35,-1477.12,-0.08,0,0.00,-931,-0.05,-52684.63,-0.53
69,Exit short,2023-05-09 12:30:20,Close entry(s) order Short,52006.35,1,51972.6,-2273.03,-0.12,0,0.00,-1726.96,-0.09,-54957.66,-0.55
69,Entry short,2023-05-09 12:29:10,Short,51972.6,1,51972.6,-2273.03,-0.12,0,0.00,-1726.96,-0.09,-54957.66,-0.55
70,Exit long,2023-05-09 12:49:00,Close entry(s) order Long,52005.85,1,52024.05,-1729.31,-0.09,57.5,0.00,-1183.25,-0.06,-56686.97,-0.57
70,Entry long,2023-05-09 12:41:50,Long,52024.05,1,52024.05,-1729.31,-0.09,57.5,0.00,-1183.25,-0.06,-56686.97,-0.57
71,Exit short,2023-05-09 12:57:30,Close entry(s) order Short,51995.5,1,51996.35,-1062.16,-0.06,994.04,0.05,-685.96,-0.04,-57749.14,-0.58
71,Entry short,2023-05-09 12:54:10,Short,51996.35,1,51996.35,-1062.16,-0.06,994.04,0.05,-685.96,-0.04,-57749.14,-0.58
72,Exit short,2023-05-09 13:32:10,Close entry(s) order Short,51917.35,1,51945.3,-112.31,-0.01,1859.07,0.10,-764.18,-0.04,-57861.44,-0.58
72,Entry short,2023-05-09 13:13:00,Short,51945.3,1,51945.3,-112.31,-0.01,1859.07,0.10,-764.18,-0.04,-57861.44,-0.58
73,Exit short,2023-05-09 14:07:00,Close entry(s) order Short,51783.95,1,51871.55,1977.62,0.11,7062.6,0.39,-1412.65,-0.08,-55883.83,-0.56
73,Entry short,2023-05-09 13:49:50,Short,51871.55,1,51871.55,1977.62,0.11,7062.6,0.39,-1412.65,-0.08,-55883.83,-0.56
74,Exit long,2023-05-09 14:22:30,Close entry(s) order Long,51769.1,1,51814.4,-2673.13,-0.15,0,0.00,-2575.8,-0.14,-58556.95,-0.59
74,Entry long,2023-05-09 14:14:10,Long,51814.4,1,51814.4,-2673.13,-0.15,0,0.00,-2575.8,-0.14,-58556.95,-0.59
75,Exit long,2023-05-09 14:42:40,Close entry(s) order Long,51805.35,1,51830.35,-1963.17,-0.11,516.28,0.03,-1419.22,-0.08,-60520.13,-0.61
75,Entry long,2023-05-09 14:28:30,Long,51830.35,1,51830.35,-1963.17,-0.11,516.28,0.03,-1419.22,-0.08,-60520.13,-0.61
76,Exit short,2023-05-09 14:56:40,Close entry(s) order Short,51794.95,1,51773.9,-1824.22,-0.10,595.62,0.03,-1469.38,-0.08,-62344.35,-0.62
76,Entry short,2023-05-09 14:44:50,Short,51773.9,1,51773.9,-1824.22,-0.10,595.62,0.03,-1469.38,-0.08,-62344.35,-0.62
77,Exit long,2023-05-09 15:01:20,Close entry(s) order Long,51774.5,1,51813.35,-2447.42,-0.13,0,0.00,-2119.04,-0.12,-64791.77,-0.65
77,Entry long,2023-05-09 15:00:10,Long,51813.35,1,51813.35,-2447.42,-0.13,0,0.00,-2119.04,-0.12,-64791.77,-0.65
78,Exit short,2023-05-09 15:23:10,Close entry(s) order Short,51732.85,1,51771.7,272.95,0.02,3028.15,0.17,-660.85,-0.04,-64518.82,-0.65
78,Entry short,2023-05-09 15:09:00,Short,51771.7,1,51771.7,272.95,0.02,3028.15,0.17,-660.85,-0.04,-64518.82,-0.65
79,Exit long,2023-05-10 09:25:00,Close entry(s) order Long,51762,1,51797.35,-2324.62,-0.13,1941.13,0.11,-1933.37,-0.11,-66843.45,-0.67
79,Entry long,2023-05-10 09:15:10,Long,51797.35,1,51797.35,-2324.62,-0.13,1941.13,0.11,-1933.37,-0.11,-66843.45,-0.67
80,Exit short,2023-05-10 09:50:10,Close entry(s) order Short,51599.85,1,51699.35,2397.86,0.13,5905.91,0.33,-1066.09,-0.06,-64445.59,-0.64
80,Entry short,2023-05-10 09:30:10,Short,51699.35,1,51699.35,2397.86,0.13,5905.91,0.33,-1066.09,-0.06,-64445.59,-0.64
81,Exit short,2023-05-10 10:10:20,Close entry(s) order Short,51474.85,1,51498.45,-255.22,-0.01,3764.27,0.21,-841.73,-0.05,-64700.8,-0.65
81,Entry short,2023-05-10 09:57:40,Short,51498.45,1,51498.45,-255.22,-0.01,3764.27,0.21,-841.73,-0.05,-64700.8,-0.65
82,Exit long,2023-05-10 10:44:00,Close entry(s) order Long,51592.95,1,51496.35,2298.56,0.13,5363.79,0.30,-799.71,-0.04,-62402.24,-0.62
82,Entry long,2023-05-10 10:17:00,Long,51496.35,1,51496.35,2298.56,0.13,5363.79,0.30,-799.71,-0.04,-62402.24,-0.62
83,Exit long,2023-05-10 11:10:10,Close entry(s) order Long,51581.35,1,51620.15,-2441.62,-0.14,0,0.00,-1900.01,-0.11,-64843.86,-0.65
83,Entry long,2023-05-10 11:08:10,Long,51620.15,1,51620.15,-2441.62,-0.14,0,0.00,-1900.01,-0.11,-64843.86,-0.65
84,Exit short,2023-05-10 11:11:50,Close entry(s) order Short,51576.3,1,51544.35,-2201.02,-0.12,0,0.00,-1659.47,-0.09,-67044.87,-0.67
84,Entry short,2023-05-10 11:10:50,Short,51544.35,1,51544.35,-2201.02,-0.12,0,0.00,-1659.47,-0.09,-67044.87,-0.67
85,Exit long,2023-05-10 12:00:30,Close entry(s) order Long,51718.45,1,51615.6,2514.74,0.14,5002.04,0.28,-1215.71,-0.07,-64530.13,-0.65
85,Entry long,2023-05-10 11:15:40,Long,51615.6,1,51615.6,2514.74,0.14,5002.04,0.28,-1215.71,-0.07,-64530.13,-0.65
86,Exit short,2023-05-10 12:12:50,Close entry(s) order Short,51736.55,1,51715,-1840.49,-0.10,179.74,0.01,-1297.26,-0.07,-66370.62,-0.66
86,Entry short,2023-05-10 12:06:50,Short,51715,1,51715,-1840.49,-0.10,179.74,0.01,-1297.26,-0.07,-66370.62,-0.66
87,Exit long,2023-05-10 12:26:50,Close entry(s) order Long,51732.75,1,51760.05,-2042.17,-0.11,0,0.00,-1547.98,-0.09,-68412.8,-0.68
87,Entry long,2023-05-10 12:24:30,Long,51760.05,1,51760.05,-2042.17,-0.11,0,0.00,-1547.98,-0.09,-68412.8,-0.68
88,Exit long,2023-05-10 12:43:40,Close entry(s) order Long,51750.9,1,51785.25,-2289.38,-0.13,0,0.00,-2078.49,-0.11,-70702.18,-0.71
88,Entry long,2023-05-10 12:43:10,Long,51785.25,1,51785.25,-2289.38,-0.13,0,0.00,-2078.49,-0.11,-70702.18,-0.71
89,Exit short,2023-05-10 13:14:50,Close entry(s) order Short,51748.35,1,51738.55,-1429.61,-0.08,303.75,0.02,-986,-0.05,-72131.79,-0.72
