Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
96,Entry short,2024-10-24 21:42,Short,67428.5,1,67428.5,-272.03,-0.40,54.27,0.08,-265.73,-0.39,-5553.95,-0.06
97,Exit long,2024-10-24 23:31,Close entry(s) order Long,67661,1,67831,-210.65,-0.31,0,0.00,-220.85,-0.33,-5764.6,-0.06
97,Entry long,2024-10-24 23:17,Long,67831,1,67831,-210.65,-0.31,0,0.00,-220.85,-0.33,-5764.6,-0.06
98,Exit long,2024-10-25 00:16,Close entry(s) order Long,67711,1,67894,-223.68,-0.33,55.63,0.08,-208.37,-0.31,-5988.28,-0.06
98,Entry long,2024-10-24 23:48,Long,67894,1,67894,-223.68,-0.33,55.63,0.08,-208.37,-0.31,-5988.28,-0.06
99,Exit long,2024-10-25 02:11,Close entry(s) order Long,67982.5,1,68092,-150.32,-0.22,236.07,0.35,-138.43,-0.20,-6138.6,-0.06
99,Entry long,2024-10-25 00:58,Long,68092,1,68092,-150.32,-0.22,236.07,0.35,-138.43,-0.20,-6138.6,-0.06
100,Exit long,2024-10-25 03:13,Close entry(s) order Long,68417,1,68372,3.96,0.01,475.49,0.70,-51.51,-0.08,-6134.64,-0.06
100,Entry long,2024-10-25 02:38,Long,68372,1,68372,3.96,0.01,475.49,0.70,-51.51,-0.08,-6134.64,-0.06
101,Exit short,2024-10-25 05:32,Close entry(s) order Short,68259,1,68210,-89.94,-0.13,129.54,0.19,-97.46,-0.14,-6224.58,-0.06
101,Entry short,2024-10-25 04:14,Short,68210,1,68210,-89.94,-0.13,129.54,0.19,-97.46,-0.14,-6224.58,-0.06
102,Exit short,2024-10-25 07:33,Close entry(s) order Short,68053.5,1,68020.5,-73.82,-0.11,157.59,0.23,-87.41,-0.13,-6298.4,-0.06
102,Entry short,2024-10-25 06:03,Short,68020.5,1,68020.5,-73.82,-0.11,157.59,0.23,-87.41,-0.13,-6298.4,-0.06
103,Exit short,2024-10-25 07:58,Close entry(s) order Short,67963,1,67838.5,-165.24,-0.24,0,0.00,-147.85,-0.22,-6463.64,-0.06
103,Entry short,2024-10-25 07:52,Short,67838.5,1,67838.5,-165.24,-0.24,0,0.00,-147.85,-0.22,-6463.64,-0.06
104,Exit long,2024-10-25 09:20,Close entry(s) order Long,68018,1,68075,-97.83,-0.14,148.58,0.22,-79.42,-0.12,-6561.47,-0.07
104,Entry long,2024-10-25 08:21,Long,68075,1,68075,-97.83,-0.14,148.58,0.22,-79.42,-0.12,-6561.47,-0.07
105,Exit short,2024-10-25 11:08,Close entry(s) order Short,67830,1,67949,78.27,0.12,332.62,0.49,-20.38,-0.03,-6483.2,-0.06
105,Entry short,2024-10-25 09:41,Short,67949,1,67949,78.27,0.12,332.62,0.49,-20.38,-0.03,-6483.2,-0.06
106,Exit short,2024-10-25 13:30,Close entry(s) order Short,67533,1,67596.5,22.96,0.03,327.22,0.48,-155.28,-0.23,-6460.24,-0.06
106,Entry short,2024-10-25 12:19,Short,67596.5,1,67596.5,22.96,0.03,327.22,0.48,-155.28,-0.23,-6460.24,-0.06
107,Exit long,2024-10-25 15:47,Close entry(s) order Long,67697,1,67744,-87.63,-0.13,113.68,0.17,-234.32,-0.35,-6547.87,-0.07
107,Entry long,2024-10-25 14:14,Long,67744,1,67744,-87.63,-0.13,113.68,0.17,-234.32,-0.35,-6547.87,-0.07
108,Exit long,2024-10-25 17:51,Close entry(s) order Long,68039.5,1,67879.5,119.22,0.18,404.64,0.60,-105.36,-0.16,-6428.65,-0.06
108,Entry long,2024-10-25 16:21,Long,67879.5,1,67879.5,119.22,0.18,404.64,0.60,-105.36,-0.16,-6428.65,-0.06
109,Exit short,2024-10-25 19:21,Close entry(s) order Short,68127.5,1,67921.5,-246.81,-0.36,165.62,0.24,-252.38,-0.37,-6675.46,-0.07
109,Entry short,2024-10-25 19:04,Short,67921.5,1,67921.5,-246.81,-0.36,165.62,0.24,-252.38,-0.37,-6675.46,-0.07
110,Exit long,2024-10-25 20:57,Close entry(s) order Long,68294,1,68218.5,34.55,0.05,536.53,0.79,-105.47,-0.15,-6640.92,-0.07
110,Entry long,2024-10-25 19:22,Long,68218.5,1,68218.5,34.55,0.05,536.53,0.79,-105.47,-0.15,-6640.92,-0.07
111,Exit short,2024-10-25 23:45,Close entry(s) order Short,66948.5,1,68115,1125.98,1.65,2114.57,3.10,-30.43,-0.04,-5514.94,-0.06
111,Entry short,2024-10-25 21:11,Short,68115,1,68115,1125.98,1.65,2114.57,3.10,-30.43,-0.04,-5514.94,-0.06
112,Exit long,2024-10-26 04:18,Close entry(s) order Long,67141.5,1,67146,-44.79,-0.07,234.36,0.35,-133.14,-0.20,-5559.72,-0.06
112,Entry long,2024-10-26 02:54,Long,67146,1,67146,-44.79,-0.07,234.36,0.35,-133.14,-0.20,-5559.72,-0.06
113,Exit short,2024-10-26 05:23,Close entry(s) order Short,66565.5,1,66867,261.47,0.39,1260.94,1.89,-70.06,-0.10,-5298.25,-0.05
113,Entry short,2024-10-26 04:23,Short,66867,1,66867,261.47,0.39,1260.94,1.89,-70.06,-0.10,-5298.25,-0.05
114,Exit long,2024-10-26 07:03,Close entry(s) order Long,66661.5,1,66844,-222.55,-0.33,0,0.00,-317.55,-0.47,-5520.8,-0.06
114,Entry long,2024-10-26 06:16,Long,66844,1,66844,-222.55,-0.33,0,0.00,-317.55,-0.47,-5520.8,-0.06
115,Exit short,2024-10-26 07:49,Close entry(s) order Short,66678.5,1,66509,-209.46,-0.31,41.55,0.06,-189.45,-0.28,-5730.26,-0.06
115,Entry short,2024-10-26 07:41,Short,66509,1,66509,-209.46,-0.31,41.55,0.06,-189.45,-0.28,-5730.26,-0.06
116,Exit long,2024-10-26 08:36,Close entry(s) order Long,66747,1,66873.5,-166.59,-0.25,149.94,0.22,-193.06,-0.29,-5896.85,-0.06
116,Entry long,2024-10-26 08:15,Long,66873.5,1,66873.5,-166.59,-0.25,149.94,0.22,-193.06,-0.29,-5896.85,-0.06
117,Exit long,2024-10-26 11:43,Close entry(s) order Long,67053.5,1,67004,9.28,0.01,201.9,0.30,-36.6,-0.05,-5887.56,-0.06
117,Entry long,2024-10-26 10:31,Long,67004,1,67004,9.28,0.01,201.9,0.30,-36.6,-0.05,-5887.56,-0.06
118,Exit long,2024-10-26 12:37,Close entry(s) order Long,67143,1,67231.5,-128.81,-0.19,0,0.00,-114.17,-0.17,-6016.38,-0.06
118,Entry long,2024-10-26 12:06,Long,67231.5,1,67231.5,-128.81,-0.19,0,0.00,-114.17,-0.17,-6016.38,-0.06
119,Exit short,2024-10-26 13:45,Close entry(s) order Short,67126,1,67038.5,-127.75,-0.19,22.39,0.03,-108.61,-0.16,-6144.12,-0.06
119,Entry short,2024-10-26 12:59,Short,67038.5,1,67038.5,-127.75,-0.19,22.39,0.03,-108.61,-0.16,-6144.12,-0.06
120,Exit long,2024-10-26 15:12,Close entry(s) order Long,67147,1,67184.5,-77.8,-0.12,70.84,0.11,-68.16,-0.10,-6221.92,-0.06
120,Entry long,2024-10-26 14:50,Long,67184.5,1,67184.5,-77.8,-0.12,70.84,0.11,-68.16,-0.10,-6221.92,-0.06
121,Exit short,2024-10-26 16:48,Close entry(s) order Short,67085.5,1,67027.5,-98.23,-0.15,41.39,0.06,-101.11,-0.15,-6320.16,-0.06
121,Entry short,2024-10-26 16:15,Short,67027.5,1,67027.5,-98.23,-0.15,41.39,0.06,-101.11,-0.15,-6320.16,-0.06
122,Exit short,2024-10-26 18:54,Close entry(s) order Short,67077,1,66943.5,-173.71,-0.26,38.42,0.06,-162.08,-0.24,-6493.86,-0.06
122,Entry short,2024-10-26 18:48,Short,66943.5,1,66943.5,-173.71,-0.26,38.42,0.06,-162.08,-0.24,-6493.86,-0.06
123,Exit short,2024-10-26 20:51,Close entry(s) order Short,66967,1,66865,-142.15,-0.21,110.44,0.17,-137.56,-0.21,-6636.01,-0.07
123,Entry short,2024-10-26 19:35,Short,66865,1,66865,-142.15,-0.21,110.44,0.17,-137.56,-0.21,-6636.01,-0.07
124,Exit long,2024-10-26 21:25,Close entry(s) order Long,66876.5,1,66983,-146.66,-0.22,15.91,0.02,-127.09,-0.19,-6782.67,-0.07
124,Entry long,2024-10-26 21:13,Long,66983,1,66983,-146.66,-0.22,15.91,0.02,-127.09,-0.19,-6782.67,-0.07
125,Exit long,2024-10-27 00:20,Close entry(s) order Long,67076,1,67056,-20.24,-0.03,75.88,0.11,-115.12,-0.17,-6802.91,-0.07
125,Entry long,2024-10-26 22:19,Long,67056,1,67056,-20.24,-0.03,75.88,0.11,-115.12,-0.17,-6802.91,-0.07
126,Exit long,2024-10-27 02:13,Close entry(s) order Long,67250,1,67182,27.67,0.04,264.35,0.39,-63.15,-0.09,-6775.24,-0.07
126,Entry long,2024-10-27 01:27,Long,67182,1,67182,27.67,0.04,264.35,0.39,-63.15,-0.09,-6775.24,-0.07
127,Exit short,2024-10-27 04:14,Close entry(s) order Short,67203.5,1,67136.5,-107.3,-0.16,15.36,0.02,-114.14,-0.17,-6882.54,-0.07
127,Entry short,2024-10-27 03:14,Short,67136.5,1,67136.5,-107.3,-0.16,15.36,0.02,-114.14,-0.17,-6882.54,-0.07
128,Exit short,2024-10-27 06:09,Close entry(s) order Short,67064.5,1,67084,-20.74,-0.03,58.37,0.09,-93.13,-0.14,-6903.29,-0.07
128,Entry short,2024-10-27 04:55,Short,67084,1,67084,-20.74,-0.03,58.37,0.09,-93.13,-0.14,-6903.29,-0.07
129,Exit short,2024-10-27 07:03,Close entry(s) order Short,67046.5,1,66991,-95.71,-0.14,35.9,0.05,-88.6,-0.13,-6999,-0.07
129,Entry short,2024-10-27 06:19,Short,66991,1,66991,-95.71,-0.14,35.9,0.05,-88.6,-0.13,-6999,-0.07
130,Exit long,2024-10-27 07:54,Close entry(s) order Long,67029,1,67115.5,-126.74,-0.19,0,0.00,-106.63,-0.16,-7125.74,-0.07
130,Entry long,2024-10-27 07:24,Long,67115.5,1,67115.5,-126.74,-0.19,0,0.00,-106.63,-0.16,-7125.74,-0.07
131,Exit long,2024-10-27 10:09,Close entry(s) order Long,67154.5,1,67143,-28.79,-0.04,161.36,0.24,-24.14,-0.04,-7154.53,-0.07
131,Entry long,2024-10-27 08:53,Long,67143,1,67143,-28.79,-0.04,161.36,0.24,-24.14,-0.04,-7154.53,-0.07
132,Exit short,2024-10-27 12:27,Close entry(s) order Short,67177.5,1,67121.5,-96.29,-0.14,0,0.00,-79.14,-0.12,-7250.82,-0.07
132,Entry short,2024-10-27 12:17,Short,67121.5,1,67121.5,-96.29,-0.14,0,0.00,-79.14,-0.12,-7250.82,-0.07
133,Exit long,2024-10-27 14:06,Close entry(s) order Long,67200,1,67247.5,-87.83,-0.13,5.83,0.01,-67.67,-0.10,-7338.66,-0.07
133,Entry long,2024-10-27 13:34,Long,67247.5,1,67247.5,-87.83,-0.13,5.83,0.01,-67.67,-0.10,-7338.66,-0.07
134,Exit short,2024-10-27 14:27,Close entry(s) order Short,67218,1,67168.5,-89.82,-0.13,0,0.00,-70.65,-0.11,-7428.47,-0.07
134,Entry short,2024-10-27 14:09,Short,67168.5,1,67168.5,-89.82,-0.13,0,0.00,-70.65,-0.11,-7428.47,-0.07
135,Exit short,2024-10-27 15:42,Close entry(s) order Short,67178,1,67160.5,-57.8,-0.09,43.85,0.07,-41.65,-0.06,-7486.27,-0.07
135,Entry short,2024-10-27 14:39,Short,67160.5,1,67160.5,-57.8,-0.09,43.85,0.07,-41.65,-0.06,-7486.27,-0.07
136,Exit short,2024-10-27 16:49,Close entry(s) order Short,67120.5,1,67091.5,-69.26,-0.10,33.87,0.05,-70.63,-0.11,-7555.54,-0.08
136,Entry short,2024-10-27 15:53,Short,67091.5,1,67091.5,-69.26,-0.10,33.87,0.05,-70.63,-0.11,-7555.54,-0.08
137,Exit long,2024-10-27 20:22,Close entry(s) order Long,67664.5,1,67192,432.04,0.64,568.34,0.85,-24.16,-0.04,-7123.49,-0.07
137,Entry long,2024-10-27 17:44,Long,67192,1,67192,432.04,0.64,568.34,0.85,-24.16,-0.04,-7123.49,-0.07
138,Exit long,2024-10-27 20:58,Close entry(s) order Long,67699.5,1,67799.5,-140.65,-0.21,26.66,0.04,-121.34,-0.18,-7264.14,-0.07
138,Entry long,2024-10-27 20:35,Long,67799.5,1,67799.5,-140.65,-0.21,26.66,0.04,-121.34,-0.18,-7264.14,-0.07
139,Exit long,2024-10-27 23:16,Close entry(s) order Long,67830,1,67919,-129.72,-0.19,60.62,0.09,-110.38,-0.16,-7393.87,-0.07
139,Entry long,2024-10-27 23:03,Long,67919,1,67919,-129.72,-0.19,60.62,0.09,-110.38,-0.16,-7393.87,-0.07
140,Exit short,2024-10-28 00:58,Close entry(s) order Short,67697,1,67633,-104.6,-0.15,74.21,0.11,-106.79,-0.16,-7498.47,-0.07
140,Entry short,2024-10-27 23:52,Short,67633,1,67633,-104.6,-0.15,74.21,0.11,-106.79,-0.16,-7498.47,-0.07
141,Exit long,2024-10-28 02:29,Close entry(s) order Long,67752.5,1,67840,-128.18,-0.19,63.65,0.09,-150.35,-0.22,-7626.64,-0.08
141,Entry long,2024-10-28 01:01,Long,67840,1,67840,-128.18,-0.19,63.65,0.09,-150.35,-0.22,-7626.64,-0.08
142,Exit long,2024-10-28 03:20,Close entry(s) order Long,67891.5,1,67928.5,-77.75,-0.11,232.62,0.34,-64.88,-0.10,-7704.39,-0.08
142,Entry long,2024-10-28 02:57,Long,67928.5,1,67928.5,-77.75,-0.11,232.62,0.34,-64.88,-0.10,-7704.39,-0.08
143,Exit long,2024-10-28 04:59,Close entry(s) order Long,68073.5,1,68183.5,-150.88,-0.22,127.04,0.19,-162.96,-0.24,-7855.27,-0.08
143,Entry long,2024-10-28 03:41,Long,68183.5,1,68183.5,-150.88,-0.22,127.04,0.19,-162.96,-0.24,-7855.27,-0.08
144,Exit short,2024-10-28 07:58,Close entry(s) order Short,67817.5,1,67937.5,79.27,0.12,239.12,0.35,-47.88,-0.07,-7775.99,-0.08
144,Entry short,2024-10-28 06:12,Short,67937.5,1,67937.5,79.27,0.12,239.12,0.35,-47.88,-0.07,-7775.99,-0.08
145,Exit long,2024-10-28 09:09,Close entry(s) order Long,67792,1,67905.5,-154.21,-0.23,65.63,0.10,-140.37,-0.21,-7930.2,-0.08
145,Entry long,2024-10-28 08:35,Long,67905.5,1,67905.5,-154.21,-0.23,65.63,0.10,-140.37,-0.21,-7930.2,-0.08
146,Exit short,2024-10-28 10:49,Close entry(s) order Short,67732.5,1,67688,-85.13,-0.13,32.19,0.05,-135.81,-0.20,-8015.33,-0.08
146,Entry short,2024-10-28 09:32,Short,67688,1,67688,-85.13,-0.13,32.19,0.05,-135.81,-0.20,-8015.33,-0.08
147,Exit short,2024-10-28 11:07,Close entry(s) order Short,67767.5,1,67628,-180.12,-0.27,0,0.00,-159.79,-0.24,-8195.45,-0.08
147,Entry short,2024-10-28 11:03,Short,67628,1,67628,-180.12,-0.27,0,0.00,-159.79,-0.24,-8195.45,-0.08
148,Exit long,2024-10-28 14:12,Close entry(s) order Long,68343,1,67833,469.15,0.69,840.15,1.24,-51.35,-0.08,-7726.3,-0.08
148,Entry long,2024-10-28 11:19,Long,67833,1,67833,469.15,0.69,840.15,1.24,-51.35,-0.08,-7726.3,-0.08
149,Exit short,2024-10-28 15:21,Close entry(s) order Short,68456,1,68288.5,-208.52,-0.31,34.01,0.05,-209.49,-0.31,-7934.82,-0.08
149,Entry short,2024-10-28 14:32,Short,68288.5,1,68288.5,-208.52,-0.31,34.01,0.05,-209.49,-0.31,-7934.82,-0.08
150,Exit long,2024-10-28 16:34,Close entry(s) order Long,68534.5,1,68627,-133.65,-0.19,199.41,0.29,-121.09,-0.18,-8068.47,-0.08
150,Entry long,2024-10-28 15:35,Long,68627,1,68627,-133.65,-0.19,199.41,0.29,-121.09,-0.18,-8068.47,-0.08
151,Exit long,2024-10-28 19:09,Close entry(s) order Long,68823,1,68936.5,-154.83,-0.22,157.82,0.23,-182.68,-0.26,-8223.3,-0.08
151,Entry long,2024-10-28 17:56,Long,68936.5,1,68936.5,-154.83,-0.22,157.82,0.23,-182.68,-0.26,-8223.3,-0.08
152,Exit long,2024-10-28 19:27,Close entry(s) order Long,68870.5,1,69156.5,-327.41,-0.47,118.75,0.17,-318.25,-0.46,-8550.71,-0.09
152,Entry long,2024-10-28 19:14,Long,69156.5,1,69156.5,-327.41,-0.47,118.75,0.17,-318.25,-0.46,-8550.71,-0.09
153,Exit short,2024-10-28 19:39,Close entry(s) order Short,69051,1,68732.5,-359.84,-0.52,29.88,0.04,-342.62,-0.50,-8910.54,-0.09
153,Entry short,2024-10-28 19:31,Short,68732.5,1,68732.5,-359.84,-0.52,29.88,0.04,-342.62,-0.50,-8910.54,-0.09
154,Exit short,2024-10-28 21:41,Close entry(s) order Short,68749.5,1,68644,-146.72,-0.21,201.91,0.29,-144.09,-0.21,-9057.26,-0.09
154,Entry short,2024-10-28 20:34,Short,68644,1,68644,-146.72,-0.21,201.91,0.29,-144.09,-0.21,-9057.26,-0.09
155,Exit long,2024-10-28 22:30,Close entry(s) order Long,68700,1,68918,-259.29,-0.38,58.32,0.08,-238.68,-0.35,-9316.55,-0.09
155,Entry long,2024-10-28 22:15,Long,68918,1,68918,-259.29,-0.38,58.32,0.08,-238.68,-0.35,-9316.55,-0.09
156,Exit long,2024-10-29 00:17,Close entry(s) order Long,68869,1,69020.5,-192.87,-0.28,197.79,0.29,-178.71,-0.26,-9509.41,-0.10
156,Entry long,2024-10-28 23:01,Long,69020.5,1,69020.5,-192.87,-0.28,197.79,0.29,-178.71,-0.26,-9509.41,-0.10
157,Exit long,2024-10-29 02:06,Close entry(s) order Long,69505.5,1,69243.5,220.38,0.32,657.23,0.95,-54.27,-0.08,-9289.04,-0.09
157,Entry long,2024-10-29 00:31,Long,69243.5,1,69243.5,220.38,0.32,657.23,0.95,-54.27,-0.08,-9289.04,-0.09
158,Exit long,2024-10-29 03:48,Close entry(s) order Long,69887.5,1,69793,52.6,0.08,538.56,0.77,-69.44,-0.10,-9236.44,-0.09
158,Entry long,2024-10-29 03:20,Long,69793,1,69793,52.6,0.08,538.56,0.77,-69.44,-0.10,-9236.44,-0.09
159,Exit long,2024-10-29 09:17,Close entry(s) order Long,71001,1,70099,859.67,1.23,1516.47,2.16,-128.03,-0.18,-8376.77,-0.08
159,Entry long,2024-10-29 07:18,Long,70099,1,70099,859.67,1.23,1516.47,2.16,-128.03,-0.18,-8376.77,-0.08
160,Exit long,2024-10-29 11:59,Close entry(s) order Long,71061,1,71162,-143.67,-0.20,69.15,0.10,-122.35,-0.17,-8520.44,-0.09
160,Entry long,2024-10-29 11:36,Long,71162,1,71162,-143.67,-0.20,69.15,0.10,-122.35,-0.17,-8520.44,-0.09
161,Exit long,2024-10-29 12:41,Close entry(s) order Long,71116.5,1,71288.5,-214.72,-0.30,59.61,0.08,-194.89,-0.27,-8735.16,-0.09
161,Entry long,2024-10-29 12:17,Long,71288.5,1,71288.5,-214.72,-0.30,59.61,0.08,-194.89,-0.27,-8735.16,-0.09
162,Exit short,2024-10-29 14:00,Close entry(s) order Short,71121.5,1,70911.5,-252.61,-0.36,48.23,0.07,-238.27,-0.34,-8987.77,-0.09
162,Entry short,2024-10-29 13:13,Short,70911.5,1,70911.5,-252.61,-0.36,48.23,0.07,-238.27,-0.34,-8987.77,-0.09
163,Exit long,2024-10-29 15:23,Close entry(s) order Long,71177.5,1,71203.5,-68.71,-0.10,137.14,0.19,-114.36,-0.16,-9056.48,-0.09
163,Entry long,2024-10-29 14:13,Long,71203.5,1,71203.5,-68.71,-0.10,137.14,0.19,-114.36,-0.16,-9056.48,-0.09
164,Exit short,2024-10-29 16:11,Close entry(s) order Short,71228.5,1,71100,-171.2,-0.24,0,0.00,-149.83,-0.21,-9227.68,-0.09
164,Entry short,2024-10-29 16:06,Short,71100,1,71100,-171.2,-0.24,0,0.00,-149.83,-0.21,-9227.68,-0.09
165,Exit long,2024-10-29 17:44,Close entry(s) order Long,71248.5,1,71420.5,-214.8,-0.30,167.07,0.23,-212.43,-0.30,-9442.48,-0.09
165,Entry long,2024-10-29 17:03,Long,71420.5,1,71420.5,-214.8,-0.30,167.07,0.23,-212.43,-0.30,-9442.48,-0.09
166,Exit short,2024-10-29 19:07,Close entry(s) order Short,71257,1,71177,-122.73,-0.17,221.65,0.31,-177.85,-0.25,-9565.21,-0.10
166,Entry short,2024-10-29 18:21,Short,71177,1,71177,-122.73,-0.17,221.65,0.31,-177.85,-0.25,-9565.21,-0.10
167,Exit long,2024-10-29 19:51,Close entry(s) order Long,71459,1,71621.5,-205.42,-0.29,357.01,0.50,-227.49,-0.32,-9770.64,-0.10
167,Entry long,2024-10-29 19:22,Long,71621.5,1,71621.5,-205.42,-0.29,357.01,0.50,-227.49,-0.32,-9770.64,-0.10
168,Exit long,2024-10-29 23:17,Close entry(s) order Long,72615,1,72086.5,485.09,0.67,891.87,1.24,-380.13,-0.53,-9285.55,-0.09
168,Entry long,2024-10-29 20:56,Long,72086.5,1,72086.5,485.09,0.67,891.87,1.24,-380.13,-0.53,-9285.55,-0.09
169,Exit long,2024-10-30 00:52,Close entry(s) order Long,73001,1,73011,-53.8,-0.07,649.1,0.89,-201.9,-0.28,-9339.35,-0.09
169,Entry long,2024-10-29 23:54,Long,73011,1,73011,-53.8,-0.07,649.1,0.89,-201.9,-0.28,-9339.35,-0.09
170,Exit short,2024-10-30 02:39,Close entry(s) order Short,72484,1,72560,32.49,0.04,630.73,0.87,-149.27,-0.21,-9306.87,-0.09
170,Entry short,2024-10-30 01:30,Short,72560,1,72560,32.49,0.04,630.73,0.87,-149.27,-0.21,-9306.87,-0.09
171,Exit long,2024-10-30 04:37,Close entry(s) order Long,72613,1,72633,-63.57,-0.09,368.71,0.51,-46.79,-0.06,-9370.44,-0.09
171,Entry long,2024-10-30 04:04,Long,72633,1,72633,-63.57,-0.09,368.71,0.51,-46.79,-0.06,-9370.44,-0.09
172,Exit short,2024-10-30 07:09,Close entry(s) order Short,72434.5,1,72534,56.01,0.08,465.74,0.64,-36.26,-0.05,-9314.43,-0.09
172,Entry short,2024-10-30 05:46,Short,72534,1,72534,56.01,0.08,465.74,0.64,-36.26,-0.05,-9314.43,-0.09
173,Exit long,2024-10-30 08:24,Close entry(s) order Long,72382,1,72537,-198.48,-0.27,128.24,0.18,-197.26,-0.27,-9512.91,-0.10
173,Entry long,2024-10-30 07:34,Long,72537,1,72537,-198.48,-0.27,128.24,0.18,-197.26,-0.27,-9512.91,-0.10
174,Exit short,2024-10-30 09:56,Close entry(s) order Short,72385.5,1,72291,-137.9,-0.19,57.81,0.08,-133.69,-0.18,-9650.81,-0.10
174,Entry short,2024-10-30 08:53,Short,72291,1,72291,-137.9,-0.19,57.81,0.08,-133.69,-0.18,-9650.81,-0.10
175,Exit long,2024-10-30 11:49,Close entry(s) order Long,72423,1,72420.5,-40.95,-0.06,212.77,0.29,-46.73,-0.06,-9691.76,-0.10
175,Entry long,2024-10-30 10:39,Long,72420.5,1,72420.5,-40.95,-0.06,212.77,0.29,-46.73,-0.06,-9691.76,-0.10
176,Exit short,2024-10-30 13:34,Close entry(s) order Short,72332,1,72356.5,-18.91,-0.03,193.79,0.27,-158.21,-0.22,-9710.67,-0.10
176,Entry short,2024-10-30 12:25,Short,72356.5,1,72356.5,-18.91,-0.03,193.79,0.27,-158.21,-0.22,-9710.67,-0.10
177,Exit long,2024-10-30 14:21,Close entry(s) order Long,72378.5,1,72544,-208.98,-0.29,25.24,0.03,-210.76,-0.29,-9919.65,-0.10
177,Entry long,2024-10-30 13:43,Long,72544,1,72544,-208.98,-0.29,25.24,0.03,-210.76,-0.29,-9919.65,-0.10
178,Exit long,2024-10-30 16:04,Close entry(s) order Long,72458.5,1,72599.5,-184.52,-0.25,28.22,0.04,-163.28,-0.22,-10104.16,-0.10
178,Entry long,2024-10-30 15:27,Long,72599.5,1,72599.5,-184.52,-0.25,28.22,0.04,-163.28,-0.22,-10104.16,-0.10
179,Exit short,2024-10-30 17:42,Close entry(s) order Short,72168.5,1,72386,174.13,0.24,574.78,0.79,-34.22,-0.05,-9930.03,-0.10
179,Entry short,2024-10-30 16:31,Short,72386,1,72386,174.13,0.24,574.78,0.79,-34.22,-0.05,-9930.03,-0.10
180,Exit short,2024-10-30 19:21,Close entry(s) order Short,71900,1,71655,-288.07,-0.40,155.5,0.22,-266.5,-0.37,-10218.1,-0.10
180,Entry short,2024-10-30 19:06,Short,71655,1,71655,-288.07,-0.40,155.5,0.22,-266.5,-0.37,-10218.1,-0.10
181,Exit long,2024-10-30 20:45,Close entry(s) order Long,71890.5,1,72214.5,-367.23,-0.51,277.34,0.38,-357.66,-0.50,-10585.33,-0.11
181,Entry long,2024-10-30 19:40,Long,72214.5,1,72214.5,-367.23,-0.51,277.34,0.38,-357.66,-0.50,-10585.33,-0.11
182,Exit short,2024-10-30 23:31,Close entry(s) order Short,71958,1,71783,-218.12,-0.30,78.47,0.11,-203.03,-0.28,-10803.45,-0.11
182,Entry short,2024-10-30 23:05,Short,71783,1,71783,-218.12,-0.30,78.47,0.11,-203.03,-0.28,-10803.45,-0.11
183,Exit long,2024-10-31 00:20,Close entry(s) order Long,71923,1,72182,-302.23,-0.42,0,0.00,-284.65,-0.39,-11105.68,-0.11
183,Entry long,2024-10-31 00:13,Long,72182,1,72182,-302.23,-0.42,0,0.00,-284.65,-0.39,-11105.68,-0.11
184,Exit long,2024-10-31 01:38,Close entry(s) order Long,72024,1,72342.5,-361.81,-0.50,117.8,0.16,-364.2,-0.50,-11467.49,-0.11
184,Entry long,2024-10-31 01:33,Long,72342.5,1,72342.5,-361.81,-0.50,117.8,0.16,-364.2,-0.50,-11467.49,-0.11
185,Exit short,2024-10-31 01:51,Close entry(s) order Short,72097,1,71722,-418.15,-0.58,40.48,0.06,-409.52,-0.57,-11885.64,-0.12
185,Entry short,2024-10-31 01:42,Short,71722,1,71722,-418.15,-0.58,40.48,0.06,-409.52,-0.57,-11885.64,-0.12
186,Exit long,2024-10-31 02:47,Close entry(s) order Long,72296.5,1,72492,-238.94,-0.33,498.75,0.69,-231.75,-0.32,-12124.57,-0.12
186,Entry long,2024-10-31 02:15,Long,72492,1,72492,-238.94,-0.33,498.75,0.69,-231.75,-0.32,-12124.57,-0.12
187,Exit short,2024-10-31 06:42,Close entry(s) order Short,72354,1,72151,-246.35,-0.34,42.85,0.06,-249.65,-0.35,-12370.92,-0.12
187,Entry short,2024-10-31 06:02,Short,72151,1,72151,-246.35,-0.34,42.85,0.06,-249.65,-0.35,-12370.92,-0.12
188,Exit short,2024-10-31 07:15,Close entry(s) order Short,72271,1,72068.5,-245.8,-0.34,0,0.00,-224.12,-0.31,-12616.73,-0.13
188,Entry short,2024-10-31 07:12,Short,72068.5,1,72068.5,-245.8,-0.34,0,0.00,-224.12,-0.31,-12616.73,-0.13
189,Exit long,2024-10-31 07:39,Close entry(s) order Long,72250.5,1,72487,-279.92,-0.39,0,0.00,-261.75,-0.36,-12896.65,-0.13
189,Entry long,2024-10-31 07:21,Long,72487,1,72487,-279.92,-0.39,0,0.00,-261.75,-0.36,-12896.65,-0.13
190,Exit long,2024-10-31 08:55,Close entry(s) order Long,72399,1,72537.5,-181.98,-0.25,66.74,0.09,-184.26,-0.25,-13078.63,-0.13
190,Entry long,2024-10-31 08:07,Long,72537.5,1,72537.5,-181.98,-0.25,66.74,0.09,-184.26,-0.25,-13078.63,-0.13
