Trade #,Type,Date/Time,Signal,Price INR,Position size (qty),Position size (value),Net P&L INR,Net P&L %,Run-up INR,Run-up %,Drawdown INR,Drawdown %,Cumulative P&L INR,Cumulative P&L %
223,Exit long,2023-01-31 10:11,Close entry(s) order Long,49762.9,1,49385.4,12171.44,0.70,24504.7,1.42,-5173.55,-0.30,-161813.45,-1.62
223,Entry long,2023-01-30 14:32,Long,49385.4,1,49385.4,12171.44,0.70,24504.7,1.42,-5173.55,-0.30,-161813.45,-1.62
224,Exit long,2023-01-31 12:20,Close entry(s) order Long,49986,1,50044.8,-3108.32,-0.18,3791.78,0.22,-3143.47,-0.18,-164921.78,-1.65
224,Entry long,2023-01-31 11:47,Long,50044.8,1,50044.8,-3108.32,-0.18,3791.78,0.22,-3143.47,-0.18,-164921.78,-1.65
225,Exit long,2023-01-31 14:07,Close entry(s) order Long,50130.4,1,50177.15,-2689.48,-0.15,2421.89,0.14,-5925.61,-0.34,-167611.25,-1.68
225,Entry long,2023-01-31 13:06,Long,50177.15,1,50177.15,-2689.48,-0.15,2421.89,0.14,-5925.61,-0.34,-167611.25,-1.68
226,Exit short,2023-01-31 14:28,Close entry(s) order Short,50118.35,1,50010.75,-4817.36,-0.28,1970.39,0.11,-4291.11,-0.25,-172428.61,-1.72
226,Entry short,2023-01-31 14:18,Short,50010.75,1,50010.75,-4817.36,-0.28,1970.39,0.11,-4291.11,-0.25,-172428.61,-1.72
227,Exit long,2023-02-01 11:12,Close entry(s) order Long,50540.75,1,50287.5,7805.05,0.44,15631.48,0.89,-578.77,-0.03,-164623.56,-1.65
227,Entry long,2023-01-31 15:26,Long,50287.5,1,50287.5,7805.05,0.44,15631.48,0.89,-578.77,-0.03,-164623.56,-1.65
228,Exit long,2023-02-01 13:26,Close entry(s) order Long,50900.65,1,50902.5,-1133.68,-0.06,16960.27,0.95,-6346.23,-0.36,-165757.23,-1.66
228,Entry long,2023-02-01 12:26,Long,50902.5,1,50902.5,-1133.68,-0.06,16960.27,0.95,-6346.23,-0.36,-165757.23,-1.66
229,Exit short,2023-02-01 15:08,Close entry(s) order Short,49985.55,1,50471.4,15949.95,0.90,55550.55,3.14,-5918.2,-0.33,-149807.3,-1.50
229,Entry short,2023-02-01 13:53,Short,50471.4,1,50471.4,15949.95,0.90,55550.55,3.14,-5918.2,-0.33,-149807.3,-1.50
230,Exit long,2023-02-02 12:21,Close entry(s) order Long,49742,1,49963.6,-8802.91,-0.50,170.13,0.01,-8616.62,-0.49,-158610.2,-1.59
230,Entry long,2023-02-02 11:55,Long,49963.6,1,49963.6,-8802.91,-0.50,170.13,0.01,-8616.62,-0.49,-158610.2,-1.59
231,Exit short,2023-02-02 14:00,Close entry(s) order Short,49660.4,1,49571.4,-4156.93,-0.24,3980.5,0.23,-4535,-0.26,-162767.14,-1.63
231,Entry short,2023-02-02 13:37,Short,49571.4,1,49571.4,-4156.93,-0.24,3980.5,0.23,-4535,-0.26,-162767.14,-1.63
232,Exit long,2023-02-03 10:29,Close entry(s) order Long,50308.9,1,49910.35,12896.95,0.74,23417.69,1.34,-2442.06,-0.14,-149870.19,-1.50
232,Entry long,2023-02-02 14:19,Long,49910.35,1,49910.35,12896.95,0.74,23417.69,1.34,-2442.06,-0.14,-149870.19,-1.50
233,Exit short,2023-02-03 11:58,Close entry(s) order Short,50202.95,1,50071.55,-5651.88,-0.32,4904.5,0.28,-5350.5,-0.31,-155522.06,-1.56
233,Entry short,2023-02-03 11:24,Short,50071.55,1,50071.55,-5651.88,-0.32,4904.5,0.28,-5350.5,-0.31,-155522.06,-1.56
234,Exit long,2023-02-06 09:36,Close entry(s) order Long,50657.95,1,50279.75,12177.15,0.69,22171.31,1.26,-4871.44,-0.28,-143344.9,-1.43
234,Entry long,2023-02-03 12:50,Long,50279.75,1,50279.75,12177.15,0.69,22171.31,1.26,-4871.44,-0.28,-143344.9,-1.43
235,Exit short,2023-02-06 11:59,Close entry(s) order Short,50710.4,1,50600.65,-4905.02,-0.28,1052.44,0.06,-5247.56,-0.30,-148249.92,-1.48
235,Entry short,2023-02-06 10:36,Short,50600.65,1,50600.65,-4905.02,-0.28,1052.44,0.06,-5247.56,-0.30,-148249.92,-1.48
236,Exit long,2023-02-06 14:20,Close entry(s) order Long,50700.4,1,50777.7,-3771.02,-0.21,1136.33,0.06,-3263.17,-0.18,-152020.95,-1.52
236,Entry long,2023-02-06 13:41,Long,50777.7,1,50777.7,-3771.02,-0.21,1136.33,0.06,-3263.17,-0.18,-152020.95,-1.52
237,Exit long,2023-02-07 09:36,Close entry(s) order Long,50689.6,1,50806.7,-5164.21,-0.29,231.28,0.01,-5828.97,-0.33,-157185.16,-1.57
237,Entry long,2023-02-07 09:32,Long,50806.7,1,50806.7,-5164.21,-0.29,231.28,0.01,-5828.97,-0.33,-157185.16,-1.57
238,Exit short,2023-02-07 13:31,Close entry(s) order Short,50583.35,1,50636.95,813.19,0.05,8017.06,0.45,-2302.69,-0.13,-156371.97,-1.56
238,Entry short,2023-02-07 12:16,Short,50636.95,1,50636.95,813.19,0.05,8017.06,0.45,-2302.69,-0.13,-156371.97,-1.56
239,Exit long,2023-02-08 10:11,Close entry(s) order Long,50864.1,1,50720.4,3962.86,0.22,11764.69,0.66,-2632.56,-0.15,-152409.11,-1.52
239,Entry long,2023-02-07 14:05,Long,50720.4,1,50720.4,3962.86,0.22,11764.69,0.66,-2632.56,-0.15,-152409.11,-1.52
240,Exit short,2023-02-08 11:46,Close entry(s) order Short,50870.6,1,50701.4,-6988.51,-0.39,552.64,0.03,-6744.86,-0.38,-159397.61,-1.59
240,Entry short,2023-02-08 10:48,Short,50701.4,1,50701.4,-6988.51,-0.39,552.64,0.03,-6744.86,-0.38,-159397.61,-1.59
241,Exit short,2023-02-09 11:04,Close entry(s) order Short,50655.5,1,50718.4,1137.07,0.06,6572.46,0.37,-3367.54,-0.19,-158260.55,-1.58
241,Entry short,2023-02-09 09:16,Short,50718.4,1,50718.4,1137.07,0.06,6572.46,0.37,-3367.54,-0.19,-158260.55,-1.58
242,Exit long,2023-02-09 11:44,Close entry(s) order Long,50653.35,1,50722.25,-3475.94,-0.20,95.67,0.01,-2944.08,-0.17,-161736.48,-1.62
242,Entry long,2023-02-09 11:30,Long,50722.25,1,50722.25,-3475.94,-0.20,95.67,0.01,-2944.08,-0.17,-161736.48,-1.62
243,Exit long,2023-02-10 09:16,Close entry(s) order Long,50740.1,1,50663.05,1632.02,0.09,7855.79,0.44,-841.71,-0.05,-160104.47,-1.60
243,Entry long,2023-02-09 13:32,Long,50663.05,1,50663.05,1632.02,0.09,7855.79,0.44,-841.71,-0.05,-160104.47,-1.60
244,Exit short,2023-02-10 09:28,Close entry(s) order Short,50809.35,1,50740.1,-3490.02,-0.20,837.48,0.05,-3854.27,-0.22,-163594.48,-1.64
244,Entry short,2023-02-10 09:16,Short,50740.1,1,50740.1,-3490.02,-0.20,837.48,0.05,-3854.27,-0.22,-163594.48,-1.64
245,Exit long,2023-02-10 14:33,Close entry(s) order Long,50791.6,1,50832.85,-2510.81,-0.14,0,0.00,-2010.74,-0.11,-166105.3,-1.66
245,Entry long,2023-02-10 14:06,Long,50832.85,1,50832.85,-2510.81,-0.14,0,0.00,-2010.74,-0.11,-166105.3,-1.66
246,Exit short,2023-02-10 15:01,Close entry(s) order Short,50786.55,1,50748.25,-2406.62,-0.14,28.89,0.00,-2078.11,-0.12,-168511.9,-1.69
246,Entry short,2023-02-10 14:47,Short,50748.25,1,50748.25,-2406.62,-0.14,28.89,0.00,-2078.11,-0.12,-168511.9,-1.69
247,Exit short,2023-02-13 11:53,Close entry(s) order Short,50555.4,1,50680.9,3329.52,0.19,7220.35,0.41,-2670.65,-0.15,-165182.39,-1.65
247,Entry short,2023-02-13 09:33,Short,50680.9,1,50680.9,3329.52,0.19,7220.35,0.41,-2670.65,-0.15,-165182.39,-1.65
248,Exit short,2023-02-13 12:59,Close entry(s) order Short,50497.05,1,50471.15,-1966.67,-0.11,2646.3,0.15,-1873.95,-0.11,-167149.06,-1.67
248,Entry short,2023-02-13 12:07,Short,50471.15,1,50471.15,-1966.67,-0.11,2646.3,0.15,-1873.95,-0.11,-167149.06,-1.67
249,Exit long,2023-02-13 14:48,Close entry(s) order Long,50532.55,1,50572.05,-2444.1,-0.14,590.74,0.03,-2618.76,-0.15,-169593.16,-1.70
249,Entry long,2023-02-13 14:06,Long,50572.05,1,50572.05,-2444.1,-0.14,590.74,0.03,-2618.76,-0.15,-169593.16,-1.70
250,Exit short,2023-02-14 11:07,Close entry(s) order Short,50504.1,1,50462.7,-2509.15,-0.14,705.64,0.04,-3074.36,-0.17,-172102.31,-1.72
250,Entry short,2023-02-14 09:46,Short,50462.7,1,50462.7,-2509.15,-0.14,705.64,0.04,-3074.36,-0.17,-172102.31,-1.72
251,Exit long,2023-02-14 11:42,Close entry(s) order Long,50501.55,1,50540.45,-2422.44,-0.14,46.83,0.00,-1962.17,-0.11,-174524.75,-1.75
251,Entry long,2023-02-14 11:36,Long,50540.45,1,50540.45,-2422.44,-0.14,46.83,0.00,-1962.17,-0.11,-174524.75,-1.75
252,Exit long,2023-02-15 09:16,Close entry(s) order Long,50777.45,1,50568.4,6252.62,0.35,12433.03,0.70,-688.47,-0.04,-168272.12,-1.68
252,Entry long,2023-02-14 12:08,Long,50568.4,1,50568.4,6252.62,0.35,12433.03,0.70,-688.47,-0.04,-168272.12,-1.68
253,Exit short,2023-02-15 10:06,Close entry(s) order Short,50806.15,1,50700.4,-4767.07,-0.27,417.9,0.02,-4324.6,-0.24,-173039.2,-1.73
253,Entry short,2023-02-15 09:38,Short,50700.4,1,50700.4,-4767.07,-0.27,417.9,0.02,-4324.6,-0.24,-173039.2,-1.73
254,Exit long,2023-02-15 11:52,Close entry(s) order Long,50855.4,1,50867.85,-1503.84,-0.08,1247.39,0.07,-3104.86,-0.17,-174543.05,-1.75
254,Entry long,2023-02-15 11:14,Long,50867.85,1,50867.85,-1503.84,-0.08,1247.39,0.07,-3104.86,-0.17,-174543.05,-1.75
255,Exit short,2023-02-15 13:19,Close entry(s) order Short,50817.85,1,50771.6,-2685.44,-0.15,522.15,0.03,-2591.1,-0.15,-177228.48,-1.77
255,Entry short,2023-02-15 12:02,Short,50771.6,1,50771.6,-2685.44,-0.15,522.15,0.03,-2591.1,-0.15,-177228.48,-1.77
256,Exit short,2023-02-15 14:38,Close entry(s) order Short,50759.7,1,50700.4,-3140.83,-0.18,0,0.00,-2807.35,-0.16,-180369.31,-1.80
256,Entry short,2023-02-15 13:36,Short,50700.4,1,50700.4,-3140.83,-0.18,0,0.00,-2807.35,-0.16,-180369.31,-1.80
257,Exit long,2023-02-16 10:30,Close entry(s) order Long,51032.4,1,50830.25,6005.69,0.34,11957.78,0.67,-925.72,-0.05,-174363.62,-1.74
257,Entry long,2023-02-15 14:58,Long,50830.25,1,50830.25,6005.69,0.34,11957.78,0.67,-925.72,-0.05,-174363.62,-1.74
258,Exit short,2023-02-16 13:09,Close entry(s) order Short,51000.35,1,50964.4,-2328.88,-0.13,1704.87,0.10,-2145.13,-0.12,-176692.5,-1.77
258,Entry short,2023-02-16 12:37,Short,50964.4,1,50964.4,-2328.88,-0.13,1704.87,0.10,-2145.13,-0.12,-176692.5,-1.77
259,Exit short,2023-02-16 14:42,Close entry(s) order Short,50978.15,1,50896,-3944.93,-0.22,615.34,0.03,-3418.41,-0.19,-180637.44,-1.81
259,Entry short,2023-02-16 14:28,Short,50896,1,50896,-3944.93,-0.22,615.34,0.03,-3418.41,-0.19,-180637.44,-1.81
260,Exit short,2023-02-17 14:28,Close entry(s) order Short,50274.85,1,50855.45,19259.13,1.08,25892.77,1.45,-1835.98,-0.10,-161378.3,-1.61
260,Entry short,2023-02-16 15:20,Short,50855.45,1,50855.45,19259.13,1.08,25892.77,1.45,-1835.98,-0.10,-161378.3,-1.61
261,Exit long,2023-02-20 09:36,Close entry(s) order Long,50283.4,1,50330.4,-2701.44,-0.15,3951.53,0.22,-2686.22,-0.15,-164079.75,-1.64
261,Entry long,2023-02-17 15:01,Long,50330.4,1,50330.4,-2701.44,-0.15,3951.53,0.22,-2686.22,-0.15,-164079.75,-1.64
262,Exit short,2023-02-20 13:11,Close entry(s) order Short,50161.35,1,50250.4,2062.43,0.12,5772.37,0.33,-877.63,-0.05,-162017.31,-1.62
262,Entry short,2023-02-20 11:22,Short,50250.4,1,50250.4,2062.43,0.12,5772.37,0.33,-877.63,-0.05,-162017.31,-1.62
263,Exit short,2023-02-20 15:16,Close entry(s) order Short,49961.75,1,50057.05,2285.3,0.13,8941.9,0.51,-639.35,-0.04,-159732.02,-1.60
263,Entry short,2023-02-20 13:40,Short,50057.05,1,50057.05,2285.3,0.13,8941.9,0.51,-639.35,-0.04,-159732.02,-1.60
264,Exit short,2023-02-21 10:04,Close entry(s) order Short,49911.65,1,49794.5,-5147.16,-0.30,2746.16,0.16,-5291.59,-0.30,-164879.17,-1.65
264,Entry short,2023-02-21 09:19,Short,49794.5,1,49794.5,-5147.16,-0.30,2746.16,0.16,-5291.59,-0.30,-164879.17,-1.65
265,Exit long,2023-02-21 11:44,Close entry(s) order Long,49993.35,1,50037.2,-2585.07,-0.15,2939.61,0.17,-2093.39,-0.12,-167464.25,-1.67
265,Entry long,2023-02-21 10:16,Long,50037.2,1,50037.2,-2585.07,-0.15,2939.61,0.17,-2093.39,-0.12,-167464.25,-1.67
266,Exit short,2023-02-21 13:46,Close entry(s) order Short,49915.45,1,49965.5,703,0.04,5332.61,0.30,-1221.14,-0.07,-166761.25,-1.67
266,Entry short,2023-02-21 12:06,Short,49965.5,1,49965.5,703,0.04,5332.61,0.30,-1221.14,-0.07,-166761.25,-1.67
267,Exit long,2023-02-21 14:24,Close entry(s) order Long,49881.35,1,49960.95,-3834.34,-0.22,0,0.00,-3790.09,-0.22,-170595.6,-1.71
267,Entry long,2023-02-21 14:02,Long,49960.95,1,49960.95,-3834.34,-0.22,0,0.00,-3790.09,-0.22,-170595.6,-1.71
268,Exit short,2023-02-21 14:45,Close entry(s) order Short,49873.7,1,49794.7,-3811.52,-0.22,490.41,0.03,-3872.34,-0.22,-174407.11,-1.74
268,Entry short,2023-02-21 14:30,Short,49794.7,1,49794.7,-3811.52,-0.22,490.41,0.03,-3872.34,-0.22,-174407.11,-1.74
269,Exit short,2023-02-22 13:06,Close entry(s) order Short,49334.45,1,49637.85,9579.79,0.55,13214.55,0.76,-1835.45,-0.11,-164827.33,-1.65
269,Entry short,2023-02-22 09:16,Short,49637.85,1,49637.85,9579.79,0.55,13214.55,0.76,-1835.45,-0.11,-164827.33,-1.65
270,Exit short,2023-02-22 14:29,Close entry(s) order Short,49233.65,1,49222.55,-1422.29,-0.08,4820.66,0.28,-905.34,-0.05,-166249.61,-1.66
270,Entry short,2023-02-22 13:29,Short,49222.55,1,49222.55,-1422.29,-0.08,4820.66,0.28,-905.34,-0.05,-166249.61,-1.66
271,Exit short,2023-02-23 09:56,Close entry(s) order Short,49087.1,1,49057.5,-2066.52,-0.12,10308.65,0.60,-3484.85,-0.20,-168316.12,-1.68
271,Entry short,2023-02-23 09:18,Short,49057.5,1,49057.5,-2066.52,-0.12,10308.65,0.60,-3484.85,-0.20,-168316.12,-1.68
272,Exit long,2023-02-23 11:04,Close entry(s) order Long,49010.3,1,49301,-11206.77,-0.65,0,0.00,-11287.16,-0.65,-179522.89,-1.80
272,Entry long,2023-02-23 10:32,Long,49301,1,49301,-11206.77,-0.65,0,0.00,-11287.16,-0.65,-179522.89,-1.80
273,Exit short,2023-02-23 12:54,Close entry(s) order Short,49030.7,1,48965.55,-3309.21,-0.19,269.86,0.02,-3070.89,-0.18,-182832.11,-1.83
273,Entry short,2023-02-23 12:10,Short,48965.55,1,48965.55,-3309.21,-0.19,269.86,0.02,-3070.89,-0.18,-182832.11,-1.83
274,Exit long,2023-02-23 14:32,Close entry(s) order Long,49146.6,1,49171.4,-1900.34,-0.11,4660.2,0.27,-2966.3,-0.17,-184732.45,-1.85
274,Entry long,2023-02-23 13:08,Long,49171.4,1,49171.4,-1900.34,-0.11,4660.2,0.27,-2966.3,-0.17,-184732.45,-1.85
275,Exit short,2023-02-24 09:16,Close entry(s) order Short,49292.1,1,49097.1,-7858.09,-0.46,1365.73,0.08,-9267.27,-0.54,-192590.53,-1.93
275,Entry short,2023-02-23 15:04,Short,49097.1,1,49097.1,-7858.09,-0.46,1365.73,0.08,-9267.27,-0.54,-192590.53,-1.93
276,Exit long,2023-02-24 09:36,Close entry(s) order Long,49246.55,1,49389.25,-6030.18,-0.35,2349.66,0.14,-7119.59,-0.41,-198620.7,-1.99
276,Entry long,2023-02-24 09:24,Long,49389.25,1,49389.25,-6030.18,-0.35,2349.66,0.14,-7119.59,-0.41,-198620.7,-1.99
277,Exit short,2023-02-24 11:23,Close entry(s) order Short,49162.2,1,49125.25,-2325.27,-0.14,2397.93,0.14,-2229.07,-0.13,-200945.98,-2.01
277,Entry short,2023-02-24 10:45,Short,49125.25,1,49125.25,-2325.27,-0.14,2397.93,0.14,-2229.07,-0.13,-200945.98,-2.01
278,Exit short,2023-02-24 13:18,Close entry(s) order Short,49094.2,1,49049.4,-2598.51,-0.15,1047.73,0.06,-2429.52,-0.14,-203544.48,-2.04
278,Entry short,2023-02-24 12:55,Short,49049.4,1,49049.4,-2598.51,-0.15,1047.73,0.06,-2429.52,-0.14,-203544.48,-2.04
279,Exit short,2023-02-24 15:10,Close entry(s) order Short,49061.9,1,49000.4,-3182.15,-0.19,2619.75,0.15,-2667,-0.16,-206726.64,-2.07
279,Entry short,2023-02-24 14:09,Short,49000.4,1,49000.4,-3182.15,-0.19,2619.75,0.15,-2667,-0.16,-206726.64,-2.07
280,Exit long,2023-02-27 10:01,Close entry(s) order Long,49023.8,1,49147.2,-5349.8,-0.31,2471.2,0.14,-5136.05,-0.30,-212076.44,-2.12
280,Entry long,2023-02-27 09:30,Long,49147.2,1,49147.2,-5349.8,-0.31,2471.2,0.14,-5136.05,-0.30,-212076.44,-2.12
281,Exit long,2023-02-27 13:00,Close entry(s) order Long,49254.2,1,49287.85,-2212.44,-0.13,2096.98,0.12,-3616.77,-0.21,-214288.88,-2.14
281,Entry long,2023-02-27 11:38,Long,49287.85,1,49287.85,-2212.44,-0.13,2096.98,0.12,-3616.77,-0.21,-214288.88,-2.14
282,Exit short,2023-02-27 13:34,Close entry(s) order Short,49270.45,1,49169.2,-4577.37,-0.27,0,0.00,-4060.03,-0.24,-218866.25,-2.19
282,Entry short,2023-02-27 13:14,Short,49169.2,1,49169.2,-4577.37,-0.27,0,0.00,-4060.03,-0.24,-218866.25,-2.19
283,Exit long,2023-02-27 14:46,Close entry(s) order Long,49263.3,1,49334.85,-3539.53,-0.20,1419.23,0.08,-3164.02,-0.18,-222405.78,-2.22
283,Entry long,2023-02-27 13:55,Long,49334.85,1,49334.85,-3539.53,-0.20,1419.23,0.08,-3164.02,-0.18,-222405.78,-2.22
284,Exit long,2023-02-28 09:46,Close entry(s) order Long,49349.95,1,49404.2,-2935.67,-0.17,2841.26,0.16,-3175.24,-0.18,-225341.44,-2.25
284,Entry long,2023-02-27 15:11,Long,49404.2,1,49404.2,-2935.67,-0.17,2841.26,0.16,-3175.24,-0.18,-225341.44,-2.25
285,Exit short,2023-02-28 14:32,Close entry(s) order Short,49287.2,1,49304.1,-443.71,-0.03,5603.81,0.32,-1663.94,-0.10,-225785.16,-2.26
285,Entry short,2023-02-28 13:53,Short,49304.1,1,49304.1,-443.71,-0.03,5603.81,0.32,-1663.94,-0.10,-225785.16,-2.26
286,Exit long,2023-03-01 12:09,Close entry(s) order Long,49661.55,1,49459,6048.48,0.35,8587.68,0.50,-1807.32,-0.10,-219736.67,-2.20
286,Entry long,2023-03-01 09:16,Long,49459,1,49459,6048.48,0.35,8587.68,0.50,-1807.32,-0.10,-219736.67,-2.20
287,Exit short,2023-03-01 12:30,Close entry(s) order Short,49658.2,1,49606.5,-2851.78,-0.16,0,0.00,-2540.37,-0.15,-222588.45,-2.23
287,Entry short,2023-03-01 12:21,Short,49606.5,1,49606.5,-2851.78,-0.16,0,0.00,-2540.37,-0.15,-222588.45,-2.23
288,Exit long,2023-03-01 13:58,Close entry(s) order Long,49661.2,1,49696.7,-2285.76,-0.13,953.43,0.05,-1764.32,-0.10,-224874.2,-2.25
288,Entry long,2023-03-01 13:49,Long,49696.7,1,49696.7,-2285.76,-0.13,953.43,0.05,-1764.32,-0.10,-224874.2,-2.25
289,Exit long,2023-03-02 09:25,Close entry(s) order Long,49724.2,1,49756.2,-2164.54,-0.12,1682.56,0.10,-3565.69,-0.20,-227038.75,-2.27
289,Entry long,2023-03-01 14:43,Long,49756.2,1,49756.2,-2164.54,-0.12,1682.56,0.10,-3565.69,-0.20,-227038.75,-2.27
290,Exit short,2023-03-02 10:38,Close entry(s) order Short,49720.2,1,49656.2,-3283.45,-0.19,1277.61,0.07,-2971.39,-0.17,-230322.2,-2.30
290,Entry short,2023-03-02 09:29,Short,49656.2,1,49656.2,-3283.45,-0.19,1277.61,0.07,-2971.39,-0.17,-230322.2,-2.30
291,Exit short,2023-03-02 14:31,Close entry(s) order Short,49560.55,1,49644.15,1884.35,0.11,6266.99,0.36,-1732.26,-0.10,-228437.84,-2.28
291,Entry short,2023-03-02 12:28,Short,49644.15,1,49644.15,1884.35,0.11,6266.99,0.36,-1732.26,-0.10,-228437.84,-2.28
292,Exit short,2023-03-03 09:16,Long,49734.2,1,49449.15,-11018.17,-0.64,1229.03,0.07,-11524.97,-0.67,-239456.03,-2.39
292,Entry short,2023-03-02 15:24,Short,49449.15,1,49449.15,-11018.17,-0.64,1229.03,0.07,-11524.97,-0.67,-239456.03,-2.39
293,Exit long,2023-03-03 12:30,Close entry(s) order Long,50249.15,1,49734.2,16973.43,0.97,20477.79,1.18,-977.21,-0.06,-222482.6,-2.22
293,Entry long,2023-03-03 09:16,Long,49734.2,1,49734.2,16973.43,0.97,20477.79,1.18,-977.21,-0.06,-222482.6,-2.22
294,Exit long,2023-03-03 14:59,Close entry(s) order Long,50338.05,1,50336.75,-1011.59,-0.06,2007.21,0.11,-1828.79,-0.10,-223494.19,-2.23
294,Entry long,2023-03-03 13:34,Long,50336.75,1,50336.75,-1011.59,-0.06,2007.21,0.11,-1828.79,-0.10,-223494.19,-2.23
295,Exit short,2023-03-06 09:16,Long,50476.05,1,50257.2,-8717.45,-0.50,0,0.00,-8682.7,-0.49,-232211.64,-2.32
295,Entry short,2023-03-03 15:15,Short,50257.2,1,50257.2,-8717.45,-0.50,0,0.00,-8682.7,-0.49,-232211.64,-2.32
296,Exit long,2023-03-06 10:59,Close entry(s) order Long,50552.2,1,50476.05,1604.45,0.09,5495.25,0.31,-659.5,-0.04,-230607.19,-2.31
296,Entry long,2023-03-06 09:16,Long,50476.05,1,50476.05,1604.45,0.09,5495.25,0.31,-659.5,-0.04,-230607.19,-2.31
297,Exit short,2023-03-06 13:00,Close entry(s) order Short,50397.8,1,50445.25,601.9,0.03,4018.58,0.23,-1367.93,-0.08,-230005.28,-2.30
297,Entry short,2023-03-06 11:09,Short,50445.25,1,50445.25,601.9,0.03,4018.58,0.23,-1367.93,-0.08,-230005.28,-2.30
298,Exit short,2023-03-06 14:01,Close entry(s) order Short,50364.2,1,50304.45,-3148.27,-0.18,320.55,0.02,-3056.95,-0.17,-233153.55,-2.33
298,Entry short,2023-03-06 13:35,Short,50304.45,1,50304.45,-3148.27,-0.18,320.55,0.02,-3056.95,-0.17,-233153.55,-2.33
299,Exit short,2023-03-08 09:35,Close entry(s) order Short,50264.8,1,50145.75,-5221.06,-0.30,1361.72,0.08,-5293.53,-0.30,-238374.61,-2.38
299,Entry short,2023-03-08 09:16,Short,50145.75,1,50145.75,-5221.06,-0.30,1361.72,0.08,-5293.53,-0.30,-238374.61,-2.38
300,Exit long,2023-03-08 13:08,Close entry(s) order Long,50296.75,1,50332.7,-2314.86,-0.13,843.51,0.05,-2085.99,-0.12,-240689.47,-2.41
300,Entry long,2023-03-08 12:16,Long,50332.7,1,50332.7,-2314.86,-0.13,843.51,0.05,-2085.99,-0.12,-240689.47,-2.41
301,Exit long,2023-03-09 09:26,Close entry(s) order Long,50479.3,1,50393.2,1954.34,0.11,6995.87,0.40,-1544.13,-0.09,-238735.14,-2.39
301,Entry long,2023-03-08 13:58,Long,50393.2,1,50393.2,1954.34,0.11,6995.87,0.40,-1544.13,-0.09,-238735.14,-2.39
302,Exit long,2023-03-09 12:03,Close entry(s) order Long,50519.2,1,50532.55,-1528.29,-0.09,2327.16,0.13,-1085.34,-0.06,-240263.42,-2.40
302,Entry long,2023-03-09 11:15,Long,50532.55,1,50532.55,-1528.29,-0.09,2327.16,0.13,-1085.34,-0.06,-240263.42,-2.40
303,Exit short,2023-03-09 14:06,Close entry(s) order Short,50382.15,1,50432.7,710.69,0.04,4139.46,0.23,-1289.04,-0.07,-239552.73,-2.40
303,Entry short,2023-03-09 12:20,Short,50432.7,1,50432.7,710.69,0.04,4139.46,0.23,-1289.04,-0.07,-239552.73,-2.40
304,Exit short,2023-03-10 10:56,Close entry(s) order Short,49571.2,1,50268.75,23365.93,1.33,31260.93,1.78,-893.57,-0.05,-216186.8,-2.16
304,Entry short,2023-03-09 15:14,Short,50268.75,1,50268.75,23365.93,1.33,31260.93,1.78,-893.57,-0.05,-216186.8,-2.16
305,Exit short,2023-03-10 13:01,Close entry(s) order Short,49488.2,1,49489.75,-985.02,-0.06,3349.61,0.19,-1310.64,-0.08,-217171.83,-2.17
305,Entry short,2023-03-10 12:02,Short,49489.75,1,49489.75,-985.02,-0.06,3349.61,0.19,-1310.64,-0.08,-217171.83,-2.17
306,Exit short,2023-03-10 14:10,Close entry(s) order Short,49452.65,1,49378.1,-3646.97,-0.21,493.03,0.03,-3127.72,-0.18,-220818.8,-2.21
306,Entry short,2023-03-10 13:46,Short,49378.1,1,49378.1,-3646.97,-0.21,493.03,0.03,-3127.72,-0.18,-220818.8,-2.21
307,Exit short,2023-03-10 15:01,Close entry(s) order Short,49413.7,1,49341.9,-3549.93,-0.21,276.41,0.02,-4425.84,-0.26,-224368.73,-2.24
307,Entry short,2023-03-10 14:55,Short,49341.9,1,49341.9,-3549.93,-0.21,276.41,0.02,-4425.84,-0.26,-224368.73,-2.24
308,Exit long,2023-03-13 09:42,Close entry(s) order Long,49459.1,1,49477.2,-1672.33,-0.10,6709.74,0.39,-4999.51,-0.29,-226041.06,-2.26
308,Entry long,2023-03-10 15:05,Long,49477.2,1,49477.2,-1672.33,-0.10,6709.74,0.39,-4999.51,-0.29,-226041.06,-2.26
309,Exit short,2023-03-13 15:25,Close entry(s) order Short,48643.2,1,49374.7,24573.31,1.42,32341.32,1.87,-936.68,-0.05,-201467.75,-2.01
309,Entry short,2023-03-13 11:06,Short,49374.7,1,49374.7,24573.31,1.42,32341.32,1.87,-936.68,-0.05,-201467.75,-2.01
310,Exit short,2023-03-14 09:30,Close entry(s) order Short,48604.3,1,48382.9,-8767.36,-0.52,1875.48,0.11,-8437.27,-0.50,-210235.11,-2.10
310,Entry short,2023-03-14 09:23,Short,48382.9,1,48382.9,-8767.36,-0.52,1875.48,0.11,-8437.27,-0.50,-210235.11,-2.10
311,Exit short,2023-03-14 12:21,Close entry(s) order Short,48309.95,1,48291.2,-1670.56,-0.10,3943.19,0.23,-5377.31,-0.32,-211905.67,-2.12
311,Entry short,2023-03-14 10:25,Short,48291.2,1,48291.2,-1670.56,-0.10,3943.19,0.23,-5377.31,-0.32,-211905.67,-2.12
312,Exit long,2023-03-14 12:57,Close entry(s) order Long,48416.7,1,48432.6,-1573.42,-0.09,10204.96,0.60,-1677.54,-0.10,-213479.1,-2.13
