Trade #,Type,Date/Time,Signal,Price INR,Position size (qty),Position size (value),Net P&L INR,Net P&L %,Run-up INR,Run-up %,Drawdown INR,Drawdown %,Cumulative P&L INR,Cumulative P&L %
1,Exit long,2022-10-21 13:39,Close entry(s) order Long,50756.55,1,50639.35,3037.34,0.17,9088.04,0.51,-694.46,-0.04,3037.34,0.03
1,Entry long,2022-10-21 11:30,Long,50639.35,1,50639.35,3037.34,0.17,9088.04,0.51,-694.46,-0.04,3037.34,0.03
2,Exit short,2022-10-21 15:18,Close entry(s) order Short,50668.2,1,50669.2,-1029.04,-0.06,5906.22,0.33,-1107.78,-0.06,2008.3,0.02
2,Entry short,2022-10-21 14:01,Short,50669.2,1,50669.2,-1029.04,-0.06,5906.22,0.33,-1107.78,-0.06,2008.3,0.02
3,Exit long,2022-10-25 09:54,Close entry(s) order Long,51149.1,1,51048.15,2460.18,0.14,12625.74,0.71,-2424.26,-0.14,4468.48,0.04
3,Entry long,2022-10-24 18:16,Long,51048.15,1,51048.15,2460.18,0.14,12625.74,0.71,-2424.26,-0.14,4468.48,0.04
4,Exit short,2022-10-25 11:59,Close entry(s) order Short,51059.2,1,51029.2,-2121.93,-0.12,526.44,0.03,-2515.06,-0.14,2346.55,0.02
4,Entry short,2022-10-25 11:12,Short,51029.2,1,51029.2,-2121.93,-0.12,526.44,0.03,-2515.06,-0.14,2346.55,0.02
5,Exit long,2022-10-25 12:35,Close entry(s) order Long,51059.2,1,51123.2,-3312.92,-0.19,0,0.00,-3126.79,-0.17,-966.36,-0.01
5,Entry long,2022-10-25 12:03,Long,51123.2,1,51123.2,-3312.92,-0.19,0,0.00,-3126.79,-0.17,-966.36,-0.01
6,Exit short,2022-10-25 13:21,Close entry(s) order Short,51072.2,1,51015.4,-3059.92,-0.17,0,0.00,-2553.41,-0.14,-4026.28,-0.04
6,Entry short,2022-10-25 13:14,Short,51015.4,1,51015.4,-3059.92,-0.17,0,0.00,-2553.41,-0.14,-4026.28,-0.04
7,Exit long,2022-10-25 15:00,Close entry(s) order Long,51153.25,1,51129.15,-230.47,-0.01,4133.89,0.23,-2342.86,-0.13,-4256.75,-0.04
7,Entry long,2022-10-25 13:47,Long,51129.15,1,51129.15,-230.47,-0.01,4133.89,0.23,-2342.86,-0.13,-4256.75,-0.04
8,Exit short,2022-10-27 09:16,Close entry(s) order Short,51204.25,1,51059.75,-6131.27,-0.34,4362.12,0.24,-11891.88,-0.67,-10388.02,-0.10
8,Entry short,2022-10-25 15:05,Short,51059.75,1,51059.75,-6131.27,-0.34,4362.12,0.24,-11891.88,-0.67,-10388.02,-0.10
9,Exit short,2022-10-27 12:56,Close entry(s) order Short,51174.2,1,51135.5,-2428.75,-0.14,733.58,0.04,-2379.67,-0.13,-12816.77,-0.13
9,Entry short,2022-10-27 12:20,Short,51135.5,1,51135.5,-2428.75,-0.14,733.58,0.04,-2379.67,-0.13,-12816.77,-0.13
10,Exit short,2022-10-27 15:01,Close entry(s) order Short,51162.35,1,51108.1,-2972.59,-0.17,1174.87,0.07,-2447.64,-0.14,-15789.36,-0.16
10,Entry short,2022-10-27 14:32,Short,51108.1,1,51108.1,-2972.59,-0.17,1174.87,0.07,-2447.64,-0.14,-15789.36,-0.16
11,Exit long,2022-10-28 09:51,Close entry(s) order Long,51141.75,1,51267.85,-5488.8,-0.31,1888.94,0.11,-5142.56,-0.29,-21278.16,-0.21
11,Entry long,2022-10-28 09:19,Long,51267.85,1,51267.85,-5488.8,-0.31,1888.94,0.11,-5142.56,-0.29,-21278.16,-0.21
12,Exit short,2022-10-28 12:40,Close entry(s) order Short,50941.35,1,51036.85,2271.73,0.13,7620.86,0.43,-1183.39,-0.07,-19006.44,-0.19
12,Entry short,2022-10-28 10:47,Short,51036.85,1,51036.85,2271.73,0.13,7620.86,0.43,-1183.39,-0.07,-19006.44,-0.19
13,Exit short,2022-10-28 14:25,Close entry(s) order Short,50810.05,1,50787.25,-1864.77,-0.10,1983.23,0.11,-2771.52,-0.16,-20871.21,-0.21
13,Entry short,2022-10-28 12:59,Short,50787.25,1,50787.25,-1864.77,-0.10,1983.23,0.11,-2771.52,-0.16,-20871.21,-0.21
14,Exit long,2022-10-31 10:09,Close entry(s) order Long,50991.15,1,50875.35,2983.4,0.17,11614.31,0.65,-1907.94,-0.11,-17887.8,-0.18
14,Entry long,2022-10-28 15:14,Long,50875.35,1,50875.35,2983.4,0.17,11614.31,0.65,-1907.94,-0.11,-17887.8,-0.18
15,Exit long,2022-10-31 12:52,Close entry(s) order Long,51083.75,1,51119.35,-2319.13,-0.13,826.5,0.05,-2425,-0.14,-20206.94,-0.20
15,Entry long,2022-10-31 11:23,Long,51119.35,1,51119.35,-2319.13,-0.13,826.5,0.05,-2425,-0.14,-20206.94,-0.20
16,Exit long,2022-10-31 13:45,Close entry(s) order Long,51125.65,1,51165.4,-2465.31,-0.14,584.51,0.03,-1977.49,-0.11,-22672.24,-0.23
16,Entry long,2022-10-31 13:03,Long,51165.4,1,51165.4,-2465.31,-0.14,584.51,0.03,-1977.49,-0.11,-22672.24,-0.23
17,Exit long,2022-11-01 11:29,Close entry(s) order Long,51461.85,1,51188.65,8484.17,0.47,11250.52,0.63,-2399.48,-0.13,-14188.07,-0.14
17,Entry long,2022-10-31 15:09,Long,51188.65,1,51188.65,8484.17,0.47,11250.52,0.63,-2399.48,-0.13,-14188.07,-0.14
18,Exit short,2022-11-01 13:52,Close entry(s) order Short,51243.8,1,51410.35,4751.38,0.26,11010.19,0.61,-816.31,-0.05,-9436.69,-0.09
18,Entry short,2022-11-01 12:07,Short,51410.35,1,51410.35,4751.38,0.26,11010.19,0.61,-816.31,-0.05,-9436.69,-0.09
19,Exit long,2022-11-01 14:57,Close entry(s) order Long,51131.4,1,51267.35,-5833.44,-0.33,0,0.00,-6162.81,-0.34,-15270.13,-0.15
19,Entry long,2022-11-01 14:49,Long,51267.35,1,51267.35,-5833.44,-0.33,0,0.00,-6162.81,-0.34,-15270.13,-0.15
20,Exit short,2022-11-01 15:02,Close entry(s) order Short,51153.95,1,51085.4,-3472.76,-0.19,0,0.00,-3826.4,-0.21,-18742.89,-0.19
20,Entry short,2022-11-01 14:58,Short,51085.4,1,51085.4,-3472.76,-0.19,0,0.00,-3826.4,-0.21,-18742.89,-0.19
21,Exit short,2022-11-02 14:36,Close entry(s) order Short,51007.35,1,51110.25,2529.27,0.14,5672.34,0.32,-1920.91,-0.11,-16213.63,-0.16
21,Entry short,2022-11-02 12:17,Short,51110.25,1,51110.25,2529.27,0.14,5672.34,0.32,-1920.91,-0.11,-16213.63,-0.16
22,Exit short,2022-11-03 09:27,Close entry(s) order Short,50895.8,1,50796.25,-4552.02,-0.26,0,0.00,-4371.11,-0.25,-20765.64,-0.21
22,Entry short,2022-11-03 09:16,Short,50796.25,1,50796.25,-4552.02,-0.26,0,0.00,-4371.11,-0.25,-20765.64,-0.21
23,Exit long,2022-11-03 11:42,Close entry(s) order Long,51141.35,1,51066.35,1551.82,0.09,7653.8,0.43,-2454.2,-0.14,-19213.82,-0.19
23,Entry long,2022-11-03 09:32,Long,51066.35,1,51066.35,1551.82,0.09,7653.8,0.43,-2454.2,-0.14,-19213.82,-0.19
24,Exit short,2022-11-03 13:12,Close entry(s) order Short,51156.1,1,51068.35,-4144.61,-0.23,0,0.00,-4039.72,-0.23,-23358.43,-0.23
24,Entry short,2022-11-03 12:55,Short,51068.35,1,51068.35,-4144.61,-0.23,0,0.00,-4039.72,-0.23,-23358.43,-0.23
25,Exit long,2022-11-03 13:57,Close entry(s) order Long,51136.65,1,51202.3,-3372.31,-0.19,1620.13,0.09,-3061.12,-0.17,-26730.74,-0.27
25,Entry long,2022-11-03 13:21,Long,51202.3,1,51202.3,-3372.31,-0.19,1620.13,0.09,-3061.12,-0.17,-26730.74,-0.27
26,Exit long,2022-11-04 09:36,Close entry(s) order Long,51195.85,1,51301.95,-4789.73,-0.27,1043.33,0.06,-4460.42,-0.25,-31520.47,-0.32
26,Entry long,2022-11-04 09:31,Long,51301.95,1,51301.95,-4789.73,-0.27,1043.33,0.06,-4460.42,-0.25,-31520.47,-0.32
27,Exit short,2022-11-04 11:28,Close entry(s) order Short,51030.35,1,51092,1085.47,0.06,5469.53,0.31,-2403.72,-0.13,-30435,-0.30
27,Entry short,2022-11-04 09:44,Short,51092,1,51092,1085.47,0.06,5469.53,0.31,-2403.72,-0.13,-30435,-0.30
28,Exit long,2022-11-04 12:41,Close entry(s) order Long,51012.35,1,51047.4,-2298.38,-0.13,179.75,0.01,-1762.75,-0.10,-32733.38,-0.33
28,Entry long,2022-11-04 12:27,Long,51047.4,1,51047.4,-2298.38,-0.13,179.75,0.01,-1762.75,-0.10,-32733.38,-0.33
29,Exit short,2022-11-04 13:00,Close entry(s) order Short,51010.35,1,50968.35,-2540.78,-0.14,0,0.00,-2362.17,-0.13,-35274.16,-0.35
29,Entry short,2022-11-04 12:47,Short,50968.35,1,50968.35,-2540.78,-0.14,0,0.00,-2362.17,-0.13,-35274.16,-0.35
30,Exit short,2022-11-04 14:16,Close entry(s) order Short,50978.05,1,50937.7,-2482.37,-0.14,504.65,0.03,-2692.6,-0.15,-37756.52,-0.38
30,Entry short,2022-11-04 14:11,Short,50937.7,1,50937.7,-2482.37,-0.14,504.65,0.03,-2692.6,-0.15,-37756.52,-0.38
31,Exit long,2022-11-07 10:50,Close entry(s) order Long,51359.2,1,51074.75,8880.19,0.50,17180.72,0.96,-536.28,-0.03,-28876.33,-0.29
31,Entry long,2022-11-04 15:06,Long,51074.75,1,51074.75,8880.19,0.50,17180.72,0.96,-536.28,-0.03,-28876.33,-0.29
32,Exit short,2022-11-07 12:26,Close entry(s) order Short,51335.35,1,51313.85,-1830.32,-0.10,1505.2,0.08,-2096.3,-0.12,-30706.64,-0.31
32,Entry short,2022-11-07 10:59,Short,51313.85,1,51313.85,-1830.32,-0.10,1505.2,0.08,-2096.3,-0.12,-30706.64,-0.31
33,Exit short,2022-11-07 14:01,Close entry(s) order Short,51292.8,1,51260.35,-2212.56,-0.12,1924.02,0.11,-1728.23,-0.10,-32919.2,-0.33
33,Entry short,2022-11-07 13:25,Short,51260.35,1,51260.35,-2212.56,-0.12,1924.02,0.11,-1728.23,-0.10,-32919.2,-0.33
34,Exit long,2022-11-09 10:41,Close entry(s) order Long,51621.4,1,51363.95,7929.4,0.44,12634.68,0.70,-542.82,-0.03,-24989.8,-0.25
34,Entry long,2022-11-07 14:24,Long,51363.95,1,51363.95,7929.4,0.44,12634.68,0.70,-542.82,-0.03,-24989.8,-0.25
35,Exit short,2022-11-09 12:31,Close entry(s) order Short,51618.35,1,51576,-2565.79,-0.14,667.7,0.04,-2265.3,-0.13,-27555.59,-0.28
35,Entry short,2022-11-09 12:12,Short,51576,1,51576,-2565.79,-0.14,667.7,0.04,-2265.3,-0.13,-27555.59,-0.28
36,Exit long,2022-11-09 14:40,Close entry(s) order Long,51654.35,1,51679.45,-1963.5,-0.11,3639.87,0.20,-1421.13,-0.08,-29519.09,-0.30
36,Entry long,2022-11-09 13:36,Long,51679.45,1,51679.45,-1963.5,-0.11,3639.87,0.20,-1421.13,-0.08,-29519.09,-0.30
37,Exit short,2022-11-09 15:05,Close entry(s) order Short,51695.35,1,51600.3,-4411.35,-0.24,926.45,0.05,-3868.55,-0.21,-33930.45,-0.34
37,Entry short,2022-11-09 14:45,Short,51600.3,1,51600.3,-4411.35,-0.24,926.45,0.05,-3868.55,-0.21,-33930.45,-0.34
38,Exit short,2022-11-10 11:35,Close entry(s) order Short,51333,1,51398.3,1206.82,0.07,4052.32,0.23,-2221.43,-0.12,-32723.63,-0.33
38,Entry short,2022-11-10 09:16,Short,51398.3,1,51398.3,1206.82,0.07,4052.32,0.23,-2221.43,-0.12,-32723.63,-0.33
39,Exit short,2022-11-10 13:19,Close entry(s) order Short,51258.3,1,51248.75,-1410.57,-0.08,2240.89,0.12,-1229.36,-0.07,-34134.2,-0.34
39,Entry short,2022-11-10 12:04,Short,51248.75,1,51248.75,-1410.57,-0.08,2240.89,0.12,-1229.36,-0.07,-34134.2,-0.34
40,Exit long,2022-11-10 14:21,Close entry(s) order Long,51254.1,1,51304.35,-2835.61,-0.16,1652.3,0.09,-2428.7,-0.14,-36969.81,-0.37
40,Entry long,2022-11-10 14:01,Long,51304.35,1,51304.35,-2835.61,-0.16,1652.3,0.09,-2428.7,-0.14,-36969.81,-0.37
41,Exit long,2022-11-11 10:55,Close entry(s) order Long,51890.35,1,51373.35,17010.73,0.95,23155.58,1.29,-1122.17,-0.06,-19959.08,-0.20
41,Entry long,2022-11-10 14:54,Long,51373.35,1,51373.35,17010.73,0.95,23155.58,1.29,-1122.17,-0.06,-19959.08,-0.20
42,Exit long,2022-11-11 13:01,Close entry(s) order Long,52013.35,1,51977.35,168.1,0.01,5113.74,0.28,-545.76,-0.03,-19790.99,-0.20
42,Entry long,2022-11-11 11:50,Long,51977.35,1,51977.35,168.1,0.01,5113.74,0.28,-545.76,-0.03,-19790.99,-0.20
43,Exit short,2022-11-11 14:18,Close entry(s) order Short,52034.25,1,51944.2,-4243.52,-0.23,0,0.00,-3973.66,-0.22,-24034.51,-0.24
43,Entry short,2022-11-11 13:52,Short,51944.2,1,51944.2,-4243.52,-0.23,0,0.00,-3973.66,-0.22,-24034.51,-0.24
44,Exit short,2022-11-14 09:27,Close entry(s) order Short,51974.9,1,51910.85,-3332.55,-0.18,685.19,0.04,-4099.31,-0.23,-27367.06,-0.27
44,Entry short,2022-11-14 09:16,Short,51910.85,1,51910.85,-3332.55,-0.18,685.19,0.04,-4099.31,-0.23,-27367.06,-0.27
45,Exit short,2022-11-14 11:23,Close entry(s) order Short,51868.2,1,51874.9,-854.8,-0.05,2064.56,0.11,-2597.44,-0.14,-28221.86,-0.28
45,Entry short,2022-11-14 09:34,Short,51874.9,1,51874.9,-854.8,-0.05,2064.56,0.11,-2597.44,-0.14,-28221.86,-0.28
46,Exit long,2022-11-14 13:02,Close entry(s) order Long,51852.35,1,51896.35,-2629.36,-0.14,0,0.00,-2448.91,-0.13,-30851.22,-0.31
46,Entry long,2022-11-14 13:01,Long,51896.35,1,51896.35,-2629.36,-0.14,0,0.00,-2448.91,-0.13,-30851.22,-0.31
47,Exit long,2022-11-14 14:45,Close entry(s) order Long,51965.9,1,51932.15,90.32,0.00,4326.71,0.24,-669.54,-0.04,-30760.9,-0.31
47,Entry long,2022-11-14 13:23,Long,51932.15,1,51932.15,90.32,0.00,4326.71,0.24,-669.54,-0.04,-30760.9,-0.31
48,Exit short,2022-11-15 09:16,Close entry(s) order Short,52056.85,1,51912.05,-6159.67,-0.34,720.17,0.04,-5613.08,-0.31,-36920.58,-0.37
48,Entry short,2022-11-14 15:05,Short,51912.05,1,51912.05,-6159.67,-0.34,720.17,0.04,-5613.08,-0.31,-36920.58,-0.37
49,Exit short,2022-11-15 12:26,Close entry(s) order Short,51975.65,1,51956.4,-1765.04,-0.10,506.21,0.03,-1242.04,-0.07,-38685.61,-0.39
49,Entry short,2022-11-15 11:52,Short,51956.4,1,51956.4,-1765.04,-0.10,506.21,0.03,-1242.04,-0.07,-38685.61,-0.39
50,Exit long,2022-11-15 13:34,Close entry(s) order Long,51992.4,1,52010.35,-1720.28,-0.09,1571.39,0.09,-1421.11,-0.08,-40405.89,-0.40
50,Entry long,2022-11-15 12:31,Long,52010.35,1,52010.35,-1720.28,-0.09,1571.39,0.09,-1421.11,-0.08,-40405.89,-0.40
51,Exit long,2022-11-16 09:48,Close entry(s) order Long,52135.9,1,52075.1,1033.78,0.06,5936.96,0.33,-975.54,-0.05,-39372.11,-0.39
51,Entry long,2022-11-15 14:25,Long,52075.1,1,52075.1,1033.78,0.06,5936.96,0.33,-975.54,-0.05,-39372.11,-0.39
52,Exit long,2022-11-16 11:45,Close entry(s) order Long,52260.3,1,52279.3,-1762.67,-0.10,886.07,0.05,-1964.68,-0.11,-41134.77,-0.41
52,Entry long,2022-11-16 10:24,Long,52279.3,1,52279.3,-1762.67,-0.10,886.07,0.05,-1964.68,-0.11,-41134.77,-0.41
53,Exit short,2022-11-16 12:30,Close entry(s) order Short,52270.35,1,52214.2,-3062.34,-0.17,0,0.00,-2548.5,-0.14,-44197.11,-0.44
53,Entry short,2022-11-16 12:10,Short,52214.2,1,52214.2,-3062.34,-0.17,0,0.00,-2548.5,-0.14,-44197.11,-0.44
54,Exit long,2022-11-16 13:30,Close entry(s) order Long,52260.9,1,52310.35,-2828.75,-0.15,0,0.00,-2560.01,-0.14,-47025.86,-0.47
54,Entry long,2022-11-16 13:29,Long,52310.35,1,52310.35,-2828.75,-0.15,0,0.00,-2560.01,-0.14,-47025.86,-0.47
55,Exit long,2022-11-16 14:07,Close entry(s) order Long,52297.15,1,52328.35,-2190.57,-0.12,780.55,0.04,-1923.2,-0.10,-49216.43,-0.49
55,Entry long,2022-11-16 13:40,Long,52328.35,1,52328.35,-2190.57,-0.12,780.55,0.04,-1923.2,-0.10,-49216.43,-0.49
56,Exit short,2022-11-16 14:52,Close entry(s) order Short,52280,1,52237.5,-2584.93,-0.14,1422.01,0.08,-2573.24,-0.14,-51801.36,-0.52
56,Entry short,2022-11-16 14:22,Short,52237.5,1,52237.5,-2584.93,-0.14,1422.01,0.08,-2573.24,-0.14,-51801.36,-0.52
57,Exit short,2022-11-17 11:44,Close entry(s) order Short,52233.55,1,52206.35,-2048.62,-0.11,311.08,0.02,-1813.42,-0.10,-53849.98,-0.54
57,Entry short,2022-11-17 11:18,Short,52206.35,1,52206.35,-2048.62,-0.11,311.08,0.02,-1813.42,-0.10,-53849.98,-0.54
58,Exit long,2022-11-17 14:04,Close entry(s) order Long,52285.6,1,52267.85,-476.56,-0.03,2093.69,0.11,-1450.06,-0.08,-54326.54,-0.54
58,Entry long,2022-11-17 12:18,Long,52267.85,1,52267.85,-476.56,-0.03,2093.69,0.11,-1450.06,-0.08,-54326.54,-0.54
59,Exit long,2022-11-17 14:56,Close entry(s) order Long,52314.35,1,52345.35,-2183.93,-0.12,0,0.00,-1879.63,-0.10,-56510.47,-0.57
59,Entry long,2022-11-17 14:48,Long,52345.35,1,52345.35,-2183.93,-0.12,0,0.00,-1879.63,-0.10,-56510.47,-0.57
60,Exit short,2022-11-18 09:16,Close entry(s) order Short,52277.4,1,52279.05,-1040.09,-0.06,2672.82,0.15,-1787.93,-0.10,-57550.56,-0.58
60,Entry short,2022-11-17 15:00,Short,52279.05,1,52279.05,-1040.09,-0.06,2672.82,0.15,-1787.93,-0.10,-57550.56,-0.58
61,Exit short,2022-11-18 12:21,Close entry(s) order Short,52107.35,1,52175.35,1285.03,0.07,4978.66,0.27,-1207.59,-0.07,-56265.53,-0.56
61,Entry short,2022-11-18 10:38,Short,52175.35,1,52175.35,1285.03,0.07,4978.66,0.27,-1207.59,-0.07,-56265.53,-0.56
62,Exit short,2022-11-18 14:25,Close entry(s) order Short,52094.35,1,52040.3,-2985.16,-0.16,1063.58,0.06,-2492.42,-0.14,-59250.69,-0.59
62,Entry short,2022-11-18 13:44,Short,52040.3,1,52040.3,-2985.16,-0.16,1063.58,0.06,-2492.42,-0.14,-59250.69,-0.59
63,Exit long,2022-11-21 09:16,Close entry(s) order Long,52053.75,1,52126.8,-3650.65,-0.20,3356.92,0.18,-4190.83,-0.23,-62901.34,-0.63
63,Entry long,2022-11-18 14:30,Long,52126.8,1,52126.8,-3650.65,-0.20,3356.92,0.18,-4190.83,-0.23,-62901.34,-0.63
64,Exit short,2022-11-21 10:58,Close entry(s) order Short,52015.35,1,51989.45,-1998.55,-0.11,647.61,0.04,-2500.64,-0.14,-64899.89,-0.65
64,Entry short,2022-11-21 09:31,Short,51989.45,1,51989.45,-1998.55,-0.11,647.61,0.04,-2500.64,-0.14,-64899.89,-0.65
65,Exit long,2022-11-21 11:41,Close entry(s) order Long,52011.45,1,52055.35,-2629.2,-0.14,0,0.00,-2083.08,-0.11,-67529.09,-0.68
65,Entry long,2022-11-21 11:12,Long,52055.35,1,52055.35,-2629.2,-0.14,0,0.00,-2083.08,-0.11,-67529.09,-0.68
66,Exit short,2022-11-21 12:56,Close entry(s) order Short,52020.35,1,51979,-2539.24,-0.14,0,0.00,-2129.53,-0.12,-70068.34,-0.70
66,Entry short,2022-11-21 12:27,Short,51979,1,51979,-2539.24,-0.14,0,0.00,-2129.53,-0.12,-70068.34,-0.70
67,Exit short,2022-11-21 13:31,Close entry(s) order Short,52000.4,1,51961.05,-2468.85,-0.14,0,0.00,-2143.34,-0.12,-72537.18,-0.73
67,Entry short,2022-11-21 13:19,Short,51961.05,1,51961.05,-2468.85,-0.14,0,0.00,-2143.34,-0.12,-72537.18,-0.73
68,Exit long,2022-11-21 14:08,Close entry(s) order Long,52002.45,1,52030.65,-2079.35,-0.11,29.43,0.00,-1641.82,-0.09,-74616.52,-0.75
68,Entry long,2022-11-21 14:01,Long,52030.65,1,52030.65,-2079.35,-0.11,29.43,0.00,-1641.82,-0.09,-74616.52,-0.75
69,Exit long,2022-11-22 10:52,Close entry(s) order Long,52116.35,1,52078.7,223.7,0.01,2310.92,0.13,-1519.83,-0.08,-74392.82,-0.74
69,Entry long,2022-11-21 15:14,Long,52078.7,1,52078.7,223.7,0.01,2310.92,0.13,-1519.83,-0.08,-74392.82,-0.74
70,Exit short,2022-11-22 11:38,Close entry(s) order Short,52111.05,1,52088.3,-1890.34,-0.10,0,0.00,-1343.18,-0.07,-76283.16,-0.76
70,Entry short,2022-11-22 11:10,Short,52088.3,1,52088.3,-1890.34,-0.10,0,0.00,-1343.18,-0.07,-76283.16,-0.76
71,Exit long,2022-11-22 13:15,Close entry(s) order Long,52133.65,1,52136.35,-1189.33,-0.07,247.07,0.01,-1107.43,-0.06,-77472.5,-0.77
71,Entry long,2022-11-22 12:14,Long,52136.35,1,52136.35,-1189.33,-0.07,247.07,0.01,-1107.43,-0.06,-77472.5,-0.77
72,Exit long,2022-11-22 14:01,Close entry(s) order Long,52154.35,1,52160,-1293.05,-0.07,0,0.00,-939.68,-0.05,-78765.55,-0.79
72,Entry long,2022-11-22 13:57,Long,52160,1,52160,-1293.05,-0.07,0,0.00,-939.68,-0.05,-78765.55,-0.79
73,Exit long,2022-11-23 11:11,Close entry(s) order Long,52372.35,1,52177.05,5737.73,0.31,7092.64,0.39,-1076.36,-0.06,-73027.82,-0.73
73,Entry long,2022-11-22 15:10,Long,52177.05,1,52177.05,5737.73,0.31,7092.64,0.39,-1076.36,-0.06,-73027.82,-0.73
74,Exit short,2022-11-23 12:49,Close entry(s) order Short,52370.55,1,52353.95,-1680.61,-0.09,0,0.00,-1156.97,-0.06,-74708.43,-0.75
74,Entry short,2022-11-23 12:27,Short,52353.95,1,52353.95,-1680.61,-0.09,0,0.00,-1156.97,-0.06,-74708.43,-0.75
75,Exit long,2022-11-23 15:09,Close entry(s) order Long,52439.55,1,52390.35,621.29,0.03,5609.9,0.31,-830.1,-0.05,-74087.14,-0.74
75,Entry long,2022-11-23 12:59,Long,52390.35,1,52390.35,621.29,0.03,5609.9,0.31,-830.1,-0.05,-74087.14,-0.74
76,Exit long,2022-11-24 11:52,Close entry(s) order Long,52627.75,1,52565.35,1079.47,0.06,3088.06,0.17,-950.94,-0.05,-73007.67,-0.73
76,Entry long,2022-11-24 09:32,Long,52565.35,1,52565.35,1079.47,0.06,3088.06,0.17,-950.94,-0.05,-73007.67,-0.73
77,Exit long,2022-11-24 12:21,Close entry(s) order Long,52666,1,52672.6,-1337.06,-0.07,1046.44,0.06,-789.31,-0.04,-74344.73,-0.74
77,Entry long,2022-11-24 12:15,Long,52672.6,1,52672.6,-1337.06,-0.07,1046.44,0.06,-789.31,-0.04,-74344.73,-0.74
78,Exit short,2022-11-24 13:59,Close entry(s) order Short,52635.35,1,52607.2,-2090.3,-0.11,677.87,0.04,-1709.13,-0.09,-76435.02,-0.76
78,Entry short,2022-11-24 13:11,Short,52607.2,1,52607.2,-2090.3,-0.11,677.87,0.04,-1709.13,-0.09,-76435.02,-0.76
79,Exit long,2022-11-25 10:51,Close entry(s) order Long,52914.5,1,52668.3,7508.38,0.41,13072.48,0.71,-553.02,-0.03,-68926.64,-0.69
79,Entry long,2022-11-24 15:00,Long,52668.3,1,52668.3,7508.38,0.41,13072.48,0.71,-553.02,-0.03,-68926.64,-0.69
80,Exit short,2022-11-25 12:51,Close entry(s) order Short,52771.5,1,52836.5,1166.12,0.06,4870.22,0.26,-661.53,-0.04,-67760.52,-0.68
80,Entry short,2022-11-25 11:07,Short,52836.5,1,52836.5,1166.12,0.06,4870.22,0.26,-661.53,-0.04,-67760.52,-0.68
81,Exit long,2022-11-25 14:12,Close entry(s) order Long,52729.5,1,52811.5,-3978.18,-0.22,0,0.00,-3424.52,-0.19,-71738.7,-0.72
81,Entry long,2022-11-25 13:56,Long,52811.5,1,52811.5,-3978.18,-0.22,0,0.00,-3424.52,-0.19,-71738.7,-0.72
82,Exit short,2022-11-25 14:30,Close entry(s) order Short,52746.2,1,52674.4,-3619.92,-0.20,948.42,0.05,-3311.08,-0.18,-75358.62,-0.75
82,Entry short,2022-11-25 14:17,Short,52674.4,1,52674.4,-3619.92,-0.20,948.42,0.05,-3311.08,-0.18,-75358.62,-0.75
83,Exit short,2022-11-28 09:31,Close entry(s) order Short,52683.5,1,52596.2,-4160.94,-0.23,0,0.00,-3817.76,-0.21,-79519.56,-0.80
83,Entry short,2022-11-28 09:16,Short,52596.2,1,52596.2,-4160.94,-0.23,0,0.00,-3817.76,-0.21,-79519.56,-0.80
84,Exit long,2022-11-28 13:49,Close entry(s) order Long,52831.5,1,52693.55,3720.24,0.20,6374.97,0.35,-553.28,-0.03,-75799.32,-0.76
84,Entry long,2022-11-28 11:45,Long,52693.55,1,52693.55,3720.24,0.20,6374.97,0.35,-553.28,-0.03,-75799.32,-0.76
85,Exit short,2022-11-28 14:24,Close entry(s) order Short,52821.55,1,52782.25,-2484.34,-0.13,306.79,0.02,-2242.96,-0.12,-78283.66,-0.78
85,Entry short,2022-11-28 14:06,Short,52782.25,1,52782.25,-2484.34,-0.13,306.79,0.02,-2242.96,-0.12,-78283.66,-0.78
86,Exit short,2022-11-29 09:16,Close entry(s) order Short,52806.3,1,52751.5,-3026.36,-0.16,1371.11,0.07,-3215.64,-0.17,-81310.02,-0.81
86,Entry short,2022-11-28 15:19,Short,52751.5,1,52751.5,-3026.36,-0.16,1371.11,0.07,-3215.64,-0.17,-81310.02,-0.81
87,Exit long,2022-11-29 11:28,Close entry(s) order Long,52924.95,1,52886.5,234.73,0.01,2855.44,0.15,-992.81,-0.05,-81075.29,-0.81
87,Entry long,2022-11-29 09:28,Long,52886.5,1,52886.5,234.73,0.01,2855.44,0.15,-992.81,-0.05,-81075.29,-0.81
88,Exit short,2022-11-29 13:00,Close entry(s) order Short,52911.5,1,52883.9,-2076.85,-0.11,858.72,0.05,-1871.28,-0.10,-83152.14,-0.83
88,Entry short,2022-11-29 11:51,Short,52883.9,1,52883.9,-2076.85,-0.11,858.72,0.05,-1871.28,-0.10,-83152.14,-0.83
89,Exit long,2022-11-29 14:24,Close entry(s) order Long,52871.5,1,52935.85,-3363.23,-0.18,0,0.00,-3298.08,-0.18,-86515.37,-0.87
89,Entry long,2022-11-29 13:51,Long,52935.85,1,52935.85,-3363.23,-0.18,0,0.00,-3298.08,-0.18,-86515.37,-0.87
90,Exit short,2022-11-30 09:16,Close entry(s) order Short,52899.9,1,52829.85,-3561.91,-0.19,2114.04,0.11,-3006.46,-0.16,-90077.28,-0.90
90,Entry short,2022-11-29 14:37,Short,52829.85,1,52829.85,-3561.91,-0.19,2114.04,0.11,-3006.46,-0.16,-90077.28,-0.90
